,Classifier,Dataset,Accuracy,Fit-Time,Predict-Time,total_feature_count,n_intervals_prop,interval_length_prop,interval_lengths,num_of_random_dilations_per_window,n_estimators
0,TSF_Dilation,ALL_AVERAGE,0.5464152,1.5671376000000004,0.6206556000000001,5224.8,1.0,1.0,"[3, 30, 60, 90, 120, 150]",7.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5574584,7.6549608000000005,3.0351788000000006,26124.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",7.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5814748,15.230336399999999,6.0539564,52248.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",7.0,200
0,TSF_Dilation,ALL_AVERAGE,0.547292,1.9446847999999997,0.7854739999999998,6717.6,1.0,1.0,"[3, 30, 60, 90, 120, 150]",9.0,20
0,TSF_Dilation,ALL_AVERAGE,0.562472,9.7145608,3.8953464,33588.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",9.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5772448,19.4098612,7.8167632000000005,67176.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",9.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5318523999999999,2.3641256,0.9542811999999999,8210.4,1.0,1.0,"[3, 30, 60, 90, 120, 150]",11.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5161764,11.821899999999998,4.7179192,41052.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",11.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5756091999999999,23.4999556,9.3989528,82104.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",11.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5373928,2.7989383999999995,1.1354468,9703.2,1.0,1.0,"[3, 30, 60, 90, 120, 150]",13.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5456464000000001,13.889741600000002,5.549800799999999,48516.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",13.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5476327999999999,27.876075599999993,11.205397600000001,97032.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",13.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5334484,3.2782472,1.3269691999999997,11196.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",15.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5927036,15.960079599999998,6.4368484,55980.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",15.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5466976,31.760718,12.949324800000001,111960.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",15.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5099608,3.6426544000000005,1.4759315999999998,12688.8,1.0,1.0,"[3, 30, 60, 90, 120, 150]",17.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5537708,18.1033308,7.3221728,63444.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",17.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5361756,36.002354,14.439898800000002,126888.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",17.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5125948,4.0623804,1.6280048000000003,14181.6,1.0,1.0,"[3, 30, 60, 90, 120, 150]",19.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5375624000000001,20.175324800000002,8.183632399999999,70908.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",19.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5403248,40.0441536,16.224878399999998,141816.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",19.0,200
0,TSF_Dilation,ALL_AVERAGE,0.513646,4.4601468,1.8019992000000002,15674.4,1.0,1.0,"[3, 30, 60, 90, 120, 150]",21.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5637424,22.2309656,9.036124,78372.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",21.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5603724,44.5862636,17.951908,156744.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",21.0,200
0,TSF_Dilation,ALL_AVERAGE,0.541438,4.9120472,2.0006304,17167.2,1.0,1.0,"[3, 30, 60, 90, 120, 150]",23.0,20
0,TSF_Dilation,ALL_AVERAGE,0.55974,24.208435599999998,9.8079672,85836.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",23.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5449796,48.7561604,19.7165636,171672.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",23.0,200
0,TSF_Dilation,ALL_AVERAGE,0.4943752,5.349905199999999,2.1342792,18660.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",25.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5914996000000001,26.3826352,10.7056352,93300.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",25.0,100
0,TSF_Dilation,ALL_AVERAGE,0.522648,52.741152,21.2963404,186600.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",25.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5220652,5.762630400000001,2.3499012,20152.8,1.0,1.0,"[3, 30, 60, 90, 120, 150]",27.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5012012,28.6531732,11.5613436,100764.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",27.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5355268,56.97729639999999,23.071342,201528.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",27.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5170051999999999,6.2261932,2.513838,21645.6,1.0,1.0,"[3, 30, 60, 90, 120, 150]",29.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5425412000000001,30.655502800000004,12.3361996,108228.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",29.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5463812,61.1535696,24.6404824,216456.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",29.0,200
0,TSF_Dilation,ALL_AVERAGE,0.4757832000000001,6.7448428,2.7040164,23138.4,1.0,1.0,"[3, 30, 60, 90, 120, 150]",31.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5067584,32.6342544,13.214243199999999,115692.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",31.0,100
0,TSF_Dilation,ALL_AVERAGE,0.53901,65.27948599999999,26.2990704,231384.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",31.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5219847999999999,7.032363200000001,2.847172,24631.2,1.0,1.0,"[3, 30, 60, 90, 120, 150]",33.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5380088,34.8563052,14.1501084,123156.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",33.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5402604,69.4444276,28.043494399999997,246312.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",33.0,200
0,TSF_Dilation,ALL_AVERAGE,0.4988944,7.5449307999999995,3.0346915999999995,26124.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",35.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5271232,36.9343728,14.9023684,130620.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",35.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5395276,73.9505976,29.751925200000002,261240.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",35.0,200
0,TSF_Dilation,ALL_AVERAGE,0.4766384,8.024517600000001,3.2045684,27616.8,1.0,1.0,"[3, 30, 60, 90, 120, 150]",37.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5437972000000001,38.9897612,15.831644800000001,138084.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",37.0,100
0,TSF_Dilation,ALL_AVERAGE,0.526346,77.5334504,31.537988800000008,276168.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",37.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5088836,8.49289,3.437316,29109.6,1.0,1.0,"[3, 30, 60, 90, 120, 150]",39.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5231604,40.9876844,16.6660984,145548.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",39.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5188808,82.1463408,33.174977999999996,291096.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",39.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5047048000000001,8.8998136,3.5361784,30602.4,1.0,1.0,"[3, 30, 60, 90, 120, 150]",41.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5293204,43.1911856,17.494875999999998,153012.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",41.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5213024,86.17742039999999,34.8713196,306024.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",41.0,200
0,TSF_Dilation,ALL_AVERAGE,0.4608348,9.2576,3.7411752000000003,32095.2,1.0,1.0,"[3, 30, 60, 90, 120, 150]",43.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5391056000000001,45.217223600000004,18.249465999999998,160476.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",43.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5078352,90.88617880000001,36.88173999999999,320952.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",43.0,200
0,TSF_Dilation,ALL_AVERAGE,0.46673879999999995,9.723332000000001,3.9823808,33588.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",45.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5323576,47.817760799999995,19.4019588,167940.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",45.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5082892,94.11916160000001,38.1468432,335880.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",45.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5322271999999999,10.0878468,4.0853664,35080.8,1.0,1.0,"[3, 30, 60, 90, 120, 150]",47.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5009716000000001,49.5025752,19.9817176,175404.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",47.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5362292,98.43173920000001,39.7492784,350808.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",47.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5317571999999999,10.550348,4.292838,36573.6,1.0,1.0,"[3, 30, 60, 90, 120, 150]",49.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5079651999999999,51.382548,20.7129784,182868.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",49.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5425088,103.2202796,41.6849708,365736.0,1.0,1.0,"[3, 30, 60, 90, 120, 150]",49.0,200
0,TSF_Dilation,ALL_AVERAGE,0.540344,0.315658,0.0931384,746.4,1.0,1.0,"[3, 7, 9, 11]",1.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5600512,1.4409096,0.4298608,3732.0,1.0,1.0,"[3, 7, 9, 11]",1.0,100
0,TSF_Dilation,ALL_AVERAGE,0.6031816,2.8067231999999995,0.8579323999999998,7464.0,1.0,1.0,"[3, 7, 9, 11]",1.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5328588,0.7690768,0.25615720000000003,2239.2,1.0,1.0,"[3, 7, 9, 11]",3.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5926583999999999,3.6888092,1.2244644,11196.0,1.0,1.0,"[3, 7, 9, 11]",3.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5705716,7.2730864,2.3893064,22392.0,1.0,1.0,"[3, 7, 9, 11]",3.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5207828000000001,1.167092,0.3987788,3732.0,1.0,1.0,"[3, 7, 9, 11]",5.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5685852,5.8005848,1.9441092,18660.0,1.0,1.0,"[3, 7, 9, 11]",5.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5853868,11.464299200000001,3.8388016,37320.0,1.0,1.0,"[3, 7, 9, 11]",5.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5354287999999999,1.6092124,0.5474704,5224.8,1.0,1.0,"[3, 7, 9, 11]",7.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5678764000000001,7.8984228000000005,2.6715948000000003,26124.0,1.0,1.0,"[3, 7, 9, 11]",7.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5626372,15.676117999999999,5.3349264,52248.0,1.0,1.0,"[3, 7, 9, 11]",7.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5045372,2.0035108,0.6947027999999998,6717.6,1.0,1.0,"[3, 7, 9, 11]",9.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5589,10.0384024,3.4451351999999997,33588.0,1.0,1.0,"[3, 7, 9, 11]",9.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5774816,19.9157252,6.7955972,67176.0,1.0,1.0,"[3, 7, 9, 11]",9.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5001848,2.4709111999999998,0.8490056,8210.4,1.0,1.0,"[3, 7, 9, 11]",11.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5509716,12.031838800000001,4.1391884,41052.0,1.0,1.0,"[3, 7, 9, 11]",11.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5649548,24.358478,8.317770000000001,82104.0,1.0,1.0,"[3, 7, 9, 11]",11.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5345216,2.8951536000000004,0.9956944,9703.2,1.0,1.0,"[3, 7, 9, 11]",13.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5594712,14.262626000000001,4.9265528,48516.0,1.0,1.0,"[3, 7, 9, 11]",13.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5555924,28.631677199999995,9.8611608,97032.0,1.0,1.0,"[3, 7, 9, 11]",13.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5051312,3.40455,1.1527479999999999,11196.0,1.0,1.0,"[3, 7, 9, 11]",15.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5316864,16.602602,5.7180892,55980.0,1.0,1.0,"[3, 7, 9, 11]",15.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5640568,32.8169108,11.315354,111960.0,1.0,1.0,"[3, 7, 9, 11]",15.0,200
0,TSF_Dilation,ALL_AVERAGE,0.476524,3.7822972,1.2948195999999998,12688.8,1.0,1.0,"[3, 7, 9, 11]",17.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5281051999999999,18.5757872,6.41812,63444.0,1.0,1.0,"[3, 7, 9, 11]",17.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5285932,37.1072396,12.7574348,126888.0,1.0,1.0,"[3, 7, 9, 11]",17.0,200
0,TSF_Dilation,ALL_AVERAGE,0.4812891999999999,4.2128436,1.4618791999999998,14181.6,1.0,1.0,"[3, 7, 9, 11]",19.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5423216,20.8255468,7.2095036,70908.0,1.0,1.0,"[3, 7, 9, 11]",19.0,100
0,TSF_Dilation,ALL_AVERAGE,0.541138,41.380652,14.348844,141816.0,1.0,1.0,"[3, 7, 9, 11]",19.0,200
0,TSF_Dilation,ALL_AVERAGE,0.49388,4.8241876,1.6255888,15674.4,1.0,1.0,"[3, 7, 9, 11]",21.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5466192,23.0566064,7.9765728000000005,78372.0,1.0,1.0,"[3, 7, 9, 11]",21.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5718052,46.1456704,15.8657776,156744.0,1.0,1.0,"[3, 7, 9, 11]",21.0,200
0,TSF_Dilation,ALL_AVERAGE,0.47814799999999996,5.1368871999999985,1.7697668000000002,17167.2,1.0,1.0,"[3, 7, 9, 11]",23.0,20
0,TSF_Dilation,ALL_AVERAGE,0.534802,25.440974399999995,8.6467724,85836.0,1.0,1.0,"[3, 7, 9, 11]",23.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5240496,50.140342000000004,17.399256400000002,171672.0,1.0,1.0,"[3, 7, 9, 11]",23.0,200
0,TSF_Dilation,ALL_AVERAGE,0.46722120000000006,5.604693200000001,1.9343552,18660.0,1.0,1.0,"[3, 7, 9, 11]",25.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5401868,27.257126799999995,9.4489356,93300.0,1.0,1.0,"[3, 7, 9, 11]",25.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5158391999999999,54.80270480000001,18.8084196,186600.0,1.0,1.0,"[3, 7, 9, 11]",25.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5182591999999999,5.9949972,2.087096,20152.8,1.0,1.0,"[3, 7, 9, 11]",27.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5035328,29.439209599999998,10.129177599999998,100764.0,1.0,1.0,"[3, 7, 9, 11]",27.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5399816,58.6801004,20.2111268,201528.0,1.0,1.0,"[3, 7, 9, 11]",27.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5082508,6.4736876,2.2272504000000004,21645.6,1.0,1.0,"[3, 7, 9, 11]",29.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5351632,31.719962799999998,10.9016564,108228.0,1.0,1.0,"[3, 7, 9, 11]",29.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5468204,63.52635560000001,21.804360000000003,216456.0,1.0,1.0,"[3, 7, 9, 11]",29.0,200
0,TSF_Dilation,ALL_AVERAGE,0.4689244,7.259499999999999,2.3980295999999997,23138.4,1.0,1.0,"[3, 7, 9, 11]",31.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5163324,33.9981164,11.69961,115692.0,1.0,1.0,"[3, 7, 9, 11]",31.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5112592,67.43986439999999,23.2555872,231384.0,1.0,1.0,"[3, 7, 9, 11]",31.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5060476,7.375017199999999,2.5448088,24631.2,1.0,1.0,"[3, 7, 9, 11]",33.0,20
0,TSF_Dilation,ALL_AVERAGE,0.49477960000000004,36.2034068,12.465047199999999,123156.0,1.0,1.0,"[3, 7, 9, 11]",33.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5374912,71.8032956,24.884953199999998,246312.0,1.0,1.0,"[3, 7, 9, 11]",33.0,200
0,TSF_Dilation,ALL_AVERAGE,0.516302,7.6961759999999995,2.6612536,26124.0,1.0,1.0,"[3, 7, 9, 11]",35.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5046112,38.495166,13.159104399999999,130620.0,1.0,1.0,"[3, 7, 9, 11]",35.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5255896,76.055716,26.2587808,261240.0,1.0,1.0,"[3, 7, 9, 11]",35.0,200
0,TSF_Dilation,ALL_AVERAGE,0.4984672,8.3236648,2.8522548000000008,27616.8,1.0,1.0,"[3, 7, 9, 11]",37.0,20
0,TSF_Dilation,ALL_AVERAGE,0.4993936,40.1384984,13.928602000000001,138084.0,1.0,1.0,"[3, 7, 9, 11]",37.0,100
0,TSF_Dilation,ALL_AVERAGE,0.520142,80.123826,27.858421200000002,276168.0,1.0,1.0,"[3, 7, 9, 11]",37.0,200
0,TSF_Dilation,ALL_AVERAGE,0.47994559999999997,8.6964076,3.0223724000000005,29109.6,1.0,1.0,"[3, 7, 9, 11]",39.0,20
0,TSF_Dilation,ALL_AVERAGE,0.4861439999999999,42.4232136,14.709908,145548.0,1.0,1.0,"[3, 7, 9, 11]",39.0,100
0,TSF_Dilation,ALL_AVERAGE,0.52556,84.62172959999998,29.1874016,291096.0,1.0,1.0,"[3, 7, 9, 11]",39.0,200
0,TSF_Dilation,ALL_AVERAGE,0.4989839999999999,9.235718799999999,3.1993412,30602.4,1.0,1.0,"[3, 7, 9, 11]",41.0,20
0,TSF_Dilation,ALL_AVERAGE,0.4801184,44.817404800000006,15.477324799999998,153012.0,1.0,1.0,"[3, 7, 9, 11]",41.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5236388000000001,89.76050839999999,30.871203599999998,306024.0,1.0,1.0,"[3, 7, 9, 11]",41.0,200
0,TSF_Dilation,ALL_AVERAGE,0.47529199999999994,9.71789,3.3339107999999995,32095.2,1.0,1.0,"[3, 7, 9, 11]",43.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5248923999999999,47.3712364,16.375180399999998,160476.0,1.0,1.0,"[3, 7, 9, 11]",43.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5278744,93.95251560000001,32.354116399999995,320952.0,1.0,1.0,"[3, 7, 9, 11]",43.0,200
0,TSF_Dilation,ALL_AVERAGE,0.4607707999999999,10.171526,3.529726,33588.0,1.0,1.0,"[3, 7, 9, 11]",45.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5128612,49.562337199999995,17.092810399999998,167940.0,1.0,1.0,"[3, 7, 9, 11]",45.0,100
0,TSF_Dilation,ALL_AVERAGE,0.543482,98.547212,34.102432,335880.0,1.0,1.0,"[3, 7, 9, 11]",45.0,200
0,TSF_Dilation,ALL_AVERAGE,0.525004,10.6619984,3.6732536,35080.8,1.0,1.0,"[3, 7, 9, 11]",47.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5041552,51.1753384,17.559211600000005,175404.0,1.0,1.0,"[3, 7, 9, 11]",47.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5177324,102.56446079999999,35.124826,350808.0,1.0,1.0,"[3, 7, 9, 11]",47.0,200
0,TSF_Dilation,ALL_AVERAGE,0.48573320000000003,10.9465128,3.7636988000000002,36573.6,1.0,1.0,"[3, 7, 9, 11]",49.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5156772000000001,53.3015664,18.3653752,182868.0,1.0,1.0,"[3, 7, 9, 11]",49.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5128655999999999,106.5620924,36.653471599999996,365736.0,1.0,1.0,"[3, 7, 9, 11]",49.0,200
0,TSF_Dilation,ALL_AVERAGE,0.610924,0.16656200000000002,0.055260800000000006,362.4,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",1.0,20
0,TSF_Dilation,ALL_AVERAGE,0.6741716,0.7638383999999999,0.2505892,1812.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",1.0,100
0,TSF_Dilation,ALL_AVERAGE,0.6874116000000001,1.5223764,0.4914984,3624.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",1.0,200
0,TSF_Dilation,ALL_AVERAGE,0.61174,0.3909952,0.1425912,1087.2,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",3.0,20
0,TSF_Dilation,ALL_AVERAGE,0.6511976,1.9021116,0.6851948,5436.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",3.0,100
0,TSF_Dilation,ALL_AVERAGE,0.6468811999999999,3.67668,1.3410112,10872.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",3.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5921024,0.5819444,0.22000959999999994,1812.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",5.0,20
0,TSF_Dilation,ALL_AVERAGE,0.647948,2.8554008000000004,1.0788416,9060.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",5.0,100
0,TSF_Dilation,ALL_AVERAGE,0.6309584,5.618009599999999,2.106134,18120.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",5.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5591364,0.7782724000000001,0.2968392,2536.8,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",7.0,20
0,TSF_Dilation,ALL_AVERAGE,0.6032384000000001,3.8451608,1.4805864,12684.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",7.0,100
0,TSF_Dilation,ALL_AVERAGE,0.628082,7.5295048,2.9157923999999995,25368.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",7.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5860135999999999,0.9759524,0.3846772,3261.6,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",9.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5955456,4.8577376,1.8729552,16308.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",9.0,100
0,TSF_Dilation,ALL_AVERAGE,0.6224836,9.5632536,3.7428272,32616.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",9.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5598916,1.1757468,0.45643999999999996,3986.4,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",11.0,20
0,TSF_Dilation,ALL_AVERAGE,0.6288944,5.815349199999999,2.2782220000000004,19932.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",11.0,100
0,TSF_Dilation,ALL_AVERAGE,0.6237612,11.607212000000002,4.524119600000001,39864.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",11.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5497792,1.364824,0.5374736,4711.2,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",13.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5870432,6.816404,2.6705004000000003,23556.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",13.0,100
0,TSF_Dilation,ALL_AVERAGE,0.6141871999999999,13.553628400000001,5.3451135999999995,47112.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",13.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5446259999999999,1.573802,0.618796,5436.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",15.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5654184,7.811593599999998,3.0770216,27180.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",15.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5908892,15.585614399999999,6.127000799999999,54360.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",15.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5506328,1.76349,0.6983168,6160.8,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",17.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5725944,8.761422799999998,3.4921648,30804.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",17.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5856268,17.586108799999998,6.963574799999999,61608.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",17.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5984727999999999,1.9821276,0.7851560000000001,6885.6,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",19.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5815348,9.746163200000002,3.8791452000000004,34428.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",19.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5933868,19.507848799999998,7.7707752,68856.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",19.0,200
0,TSF_Dilation,ALL_AVERAGE,0.5558304000000001,2.1784928,0.8689103999999999,7610.4,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",21.0,20
0,TSF_Dilation,ALL_AVERAGE,0.5883272,10.828997999999999,4.3024404,38052.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",21.0,100
0,TSF_Dilation,ALL_AVERAGE,0.5860476,21.610952399999995,8.5647992,76104.0,0.5,1.0,"[3, 9, 19, 29, 39, 49, 59, 69]",21.0,200
