,Classifier,Dataset,Accuracy,Fit-Time,Predict-Time,total_feature_count,n_intervals_prop,interval_length_prop,interval_lengths,num_of_random_dilations,n_estimators
9,TSF_Dilation,DistalPhalanxOutlineCorrect,0.41667,25.09296,3.20745,22200,0.2,1.0,[1],37,200
10,TSF_Dilation,DistalPhalanxTW,0.67626,14.39339,2.48019,22200,0.2,1.0,[1],37,200
11,TSF_Dilation,ECG200,0.83,4.9367,2.79384,22200,0.2,1.0,[1],37,200
12,TSF_Dilation,ECGFiveDays,0.90941,5.24087,11.17194,44400,0.2,1.0,[1],37,200
13,TSF_Dilation,ItalyPowerDemand,0.94169,4.28456,3.99253,0,0.2,1.0,[1],37,200
14,TSF_Dilation,MiddlePhalanxOutlineAgeGroup,0.3961,16.43243,2.43564,22200,0.2,1.0,[1],37,200
15,TSF_Dilation,MiddlePhalanxOutlineCorrect,0.62887,21.90031,2.93087,22200,0.2,1.0,[1],37,200
16,TSF_Dilation,MiddlePhalanxTW,0.50649,20.37523,2.53742,22200,0.2,1.0,[1],37,200
17,TSF_Dilation,OliveOil,0.43333,13.03229,9.40356,88800,0.2,1.0,[1],37,200
18,TSF_Dilation,Plane,0.98095,9.53017,4.70914,44400,0.2,1.0,[1],37,200
19,TSF_Dilation,ProximalPhalanxOutlineAgeGroup,0.8,13.58081,2.72144,22200,0.2,1.0,[1],37,200
20,TSF_Dilation,ProximalPhalanxOutlineCorrect,0.62199,21.32675,2.90569,22200,0.2,1.0,[1],37,200
21,TSF_Dilation,ProximalPhalanxTW,0.76098,14.68985,2.88715,22200,0.2,1.0,[1],37,200
22,TSF_Dilation,SyntheticControl,0.83333,14.87475,3.06973,22200,0.2,1.0,[1],37,200
23,TSF_Dilation,TwoLeadECG,0.50044,3.70107,5.00911,22200,0.2,1.0,[1],37,200
24,TSF_Dilation,Wine,0.5,11.20857,6.98427,66600,0.2,1.0,[1],37,200
0,TSF_Dilation,ArrowHead,0.53714,10.33853,11.33702,73800,0.2,1.0,[1],41,200
1,TSF_Dilation,Beef,0.2,15.20105,10.23859,98400,0.2,1.0,[1],41,200
2,TSF_Dilation,BeetleFly,0.5,13.97992,9.6179,98400,0.2,1.0,[1],41,200
3,TSF_Dilation,BirdChicken,0.65,13.47092,9.78914,98400,0.2,1.0,[1],41,200
4,TSF_Dilation,Car,0.23333,22.12543,11.99944,98400,0.2,1.0,[1],41,200
5,TSF_Dilation,CBF,0.57778,6.45348,12.14718,49200,0.2,1.0,[1],41,200
6,TSF_Dilation,Coffee,0.89286,8.97277,6.87577,73800,0.2,1.0,[1],41,200
7,TSF_Dilation,DiatomSizeReduction,0.96078,10.38581,16.34069,73800,0.2,1.0,[1],41,200
8,TSF_Dilation,DistalPhalanxOutlineAgeGroup,0.70504,16.4671,2.85281,24600,0.2,1.0,[1],41,200
9,TSF_Dilation,DistalPhalanxOutlineCorrect,0.41667,23.75709,3.27075,24600,0.2,1.0,[1],41,200
10,TSF_Dilation,DistalPhalanxTW,0.68345,17.38233,2.89291,24600,0.2,1.0,[1],41,200
11,TSF_Dilation,ECG200,0.8,5.93143,3.12147,24600,0.2,1.0,[1],41,200
12,TSF_Dilation,ECGFiveDays,0.93496,6.19921,13.66601,49200,0.2,1.0,[1],41,200
13,TSF_Dilation,ItalyPowerDemand,0.95432,3.32405,4.51871,0,0.2,1.0,[1],41,200
14,TSF_Dilation,MiddlePhalanxOutlineAgeGroup,0.57143,18.55571,2.76244,24600,0.2,1.0,[1],41,200
15,TSF_Dilation,MiddlePhalanxOutlineCorrect,0.76976,26.06992,3.26729,24600,0.2,1.0,[1],41,200
16,TSF_Dilation,MiddlePhalanxTW,0.57143,20.20437,2.80325,24600,0.2,1.0,[1],41,200
17,TSF_Dilation,OliveOil,0.43333,16.50316,10.21527,98400,0.2,1.0,[1],41,200
18,TSF_Dilation,Plane,0.93333,10.50996,5.14675,49200,0.2,1.0,[1],41,200
19,TSF_Dilation,ProximalPhalanxOutlineAgeGroup,0.85854,14.04837,2.98493,24600,0.2,1.0,[1],41,200
20,TSF_Dilation,ProximalPhalanxOutlineCorrect,0.59107,24.23077,3.27206,24600,0.2,1.0,[1],41,200
21,TSF_Dilation,ProximalPhalanxTW,0.82439,21.05035,2.96957,24600,0.2,1.0,[1],41,200
22,TSF_Dilation,SyntheticControl,0.82667,12.41777,3.02988,24600,0.2,1.0,[1],41,200
23,TSF_Dilation,TwoLeadECG,0.50044,3.07286,5.41218,24600,0.2,1.0,[1],41,200
24,TSF_Dilation,Wine,0.55556,11.39794,7.27684,73800,0.2,1.0,[1],41,200
0,TSF_Dilation,ArrowHead,0.36,10.92122,11.04812,81000,0.2,1.0,[1],45,200
1,TSF_Dilation,Beef,0.2,17.66125,11.00702,108000,0.2,1.0,[1],45,200
2,TSF_Dilation,BeetleFly,0.55,17.50174,10.70241,108000,0.2,1.0,[1],45,200
3,TSF_Dilation,BirdChicken,0.7,14.74934,10.23116,108000,0.2,1.0,[1],45,200
4,TSF_Dilation,Car,0.23333,24.20143,13.81964,108000,0.2,1.0,[1],45,200
5,TSF_Dilation,CBF,0.43,6.39514,12.23443,54000,0.2,1.0,[1],45,200
6,TSF_Dilation,Coffee,0.78571,11.02877,7.51803,81000,0.2,1.0,[1],45,200
7,TSF_Dilation,DiatomSizeReduction,0.92157,12.45174,15.18732,81000,0.2,1.0,[1],45,200
8,TSF_Dilation,DistalPhalanxOutlineAgeGroup,0.69784,19.80796,3.06571,27000,0.2,1.0,[1],45,200
9,TSF_Dilation,DistalPhalanxOutlineCorrect,0.41667,27.5082,3.49691,27000,0.2,1.0,[1],45,200
10,TSF_Dilation,DistalPhalanxTW,0.69065,18.01412,2.96606,27000,0.2,1.0,[1],45,200
11,TSF_Dilation,ECG200,0.82,5.06817,2.79581,27000,0.2,1.0,[1],45,200
12,TSF_Dilation,ECGFiveDays,0.89315,6.59992,13.3345,54000,0.2,1.0,[1],45,200
13,TSF_Dilation,ItalyPowerDemand,0.95821,3.44114,4.48212,0,0.2,1.0,[1],45,200
14,TSF_Dilation,MiddlePhalanxOutlineAgeGroup,0.46753,16.81878,2.98042,27000,0.2,1.0,[1],45,200
15,TSF_Dilation,MiddlePhalanxOutlineCorrect,0.7354,28.43485,3.93189,27000,0.2,1.0,[1],45,200
16,TSF_Dilation,MiddlePhalanxTW,0.53247,21.80257,3.02013,27000,0.2,1.0,[1],45,200
17,TSF_Dilation,OliveOil,0.4,16.39797,11.71355,108000,0.2,1.0,[1],45,200
18,TSF_Dilation,Plane,0.98095,11.84236,5.73145,54000,0.2,1.0,[1],45,200
19,TSF_Dilation,ProximalPhalanxOutlineAgeGroup,0.83902,16.59462,3.21752,27000,0.2,1.0,[1],45,200
20,TSF_Dilation,ProximalPhalanxOutlineCorrect,0.63574,27.53405,3.566,27000,0.2,1.0,[1],45,200
21,TSF_Dilation,ProximalPhalanxTW,0.78537,18.68081,3.35358,27000,0.2,1.0,[1],45,200
22,TSF_Dilation,SyntheticControl,0.80667,13.60511,3.25603,27000,0.2,1.0,[1],45,200
23,TSF_Dilation,TwoLeadECG,0.50044,3.55595,6.36246,27000,0.2,1.0,[1],45,200
24,TSF_Dilation,Wine,0.46296,13.7732,8.47714,81000,0.2,1.0,[1],45,200
0,TSF_Dilation,ArrowHead,0.46857,11.94084,12.22586,88200,0.2,1.0,[1],49,200
1,TSF_Dilation,Beef,0.2,22.7839,11.85899,117600,0.2,1.0,[1],49,200
2,TSF_Dilation,BeetleFly,0.5,16.13944,11.65841,117600,0.2,1.0,[1],49,200
3,TSF_Dilation,BirdChicken,0.85,15.33341,10.91773,117600,0.2,1.0,[1],49,200
4,TSF_Dilation,Car,0.23333,29.80541,15.02358,117600,0.2,1.0,[1],49,200
5,TSF_Dilation,CBF,0.57444,7.04168,13.64032,58800,0.2,1.0,[1],49,200
6,TSF_Dilation,Coffee,0.89286,10.9062,8.16307,88200,0.2,1.0,[1],49,200
7,TSF_Dilation,DiatomSizeReduction,0.91176,10.46832,17.24052,88200,0.2,1.0,[1],49,200
8,TSF_Dilation,DistalPhalanxOutlineAgeGroup,0.74101,16.48546,3.18068,29400,0.2,1.0,[1],49,200
9,TSF_Dilation,DistalPhalanxOutlineCorrect,0.41667,32.95187,4.05351,29400,0.2,1.0,[1],49,200
10,TSF_Dilation,DistalPhalanxTW,0.69065,21.11207,3.39845,29400,0.2,1.0,[1],49,200
11,TSF_Dilation,ECG200,0.83,6.83882,4.13975,29400,0.2,1.0,[1],49,200
12,TSF_Dilation,ECGFiveDays,0.93961,8.75095,15.13875,58800,0.2,1.0,[1],49,200
13,TSF_Dilation,ItalyPowerDemand,0.93003,3.84391,5.01907,0,0.2,1.0,[1],49,200
14,TSF_Dilation,MiddlePhalanxOutlineAgeGroup,0.52597,18.42363,3.33013,29400,0.2,1.0,[1],49,200
15,TSF_Dilation,MiddlePhalanxOutlineCorrect,0.72852,33.13404,3.96221,29400,0.2,1.0,[1],49,200
16,TSF_Dilation,MiddlePhalanxTW,0.47403,26.99644,3.55768,29400,0.2,1.0,[1],49,200
17,TSF_Dilation,OliveOil,0.4,20.58473,12.2092,117600,0.2,1.0,[1],49,200
18,TSF_Dilation,Plane,0.97143,14.29046,6.58667,58800,0.2,1.0,[1],49,200
19,TSF_Dilation,ProximalPhalanxOutlineAgeGroup,0.83415,17.13876,3.41342,29400,0.2,1.0,[1],49,200
20,TSF_Dilation,ProximalPhalanxOutlineCorrect,0.74914,28.96382,3.95568,29400,0.2,1.0,[1],49,200
21,TSF_Dilation,ProximalPhalanxTW,0.74634,20.18662,3.50187,29400,0.2,1.0,[1],49,200
22,TSF_Dilation,SyntheticControl,0.81333,15.14253,3.60896,29400,0.2,1.0,[1],49,200
23,TSF_Dilation,TwoLeadECG,0.50044,3.84866,6.74216,29400,0.2,1.0,[1],49,200
24,TSF_Dilation,Wine,0.5,13.9441,8.48225,88200,0.2,1.0,[1],49,200
