,Classifier,Dataset,Accuracy,Fit-Time,Predict-Time,total_feature_count,get_intervals_time,transform_time,fit_randomforest_time,n_intervals_prop,interval_length_prop,interval_lengths,dilations_per_interval,n_estimators,n_intervals
16,TSF_Dilation,MiddlePhalanxTW,0.46104,17.95062,2.43741,120,0.22349,4.114840000000002,13.499219999999998,1.0,1.0,0,1.0,200,40
17,TSF_Dilation,OliveOil,0.76667,3.83287,2.44355,120,0.23459,3.0898600000000016,0.4000900000000004,1.0,1.0,0,1.0,200,40
18,TSF_Dilation,Plane,1.0,4.94524,2.43975,120,0.20926,2.9814899999999995,1.644530000000001,1.0,1.0,0,1.0,200,40
19,TSF_Dilation,ProximalPhalanxOutlineAgeGroup,0.8439,11.54036,2.59924,120,0.20865,4.023259999999998,7.191649999999994,1.0,1.0,0,1.0,200,40
20,TSF_Dilation,ProximalPhalanxOutlineCorrect,0.61512,18.69854,2.78263,120,0.20681,4.846179999999999,13.536720000000008,1.0,1.0,0,1.0,200,40
21,TSF_Dilation,ProximalPhalanxTW,0.80976,13.47644,2.62583,120,0.20584,4.029519999999998,9.132459999999996,1.0,1.0,0,1.0,200,40
22,TSF_Dilation,SyntheticControl,0.98,9.25444,2.79082,120,0.21957,3.320979999999996,5.606870000000004,1.0,1.0,0,1.0,200,40
23,TSF_Dilation,TwoLeadECG,0.81036,2.73832,5.22654,120,0.21934,2.14532,0.2646400000000001,1.0,1.0,0,1.0,200,40
24,TSF_Dilation,Wine,0.51852,3.82696,2.30289,120,0.2103,2.81943,0.6851500000000003,1.0,1.0,0,1.0,200,40
0,TSF_Dilation,ArrowHead,0.60571,4.26527,3.99549,150,0.27659,3.3262599999999978,0.5517100000000003,1.0,1.0,0,1.0,200,50
1,TSF_Dilation,Beef,0.5,4.67603,2.92407,150,0.27,3.611779999999998,0.6814799999999999,1.0,1.0,0,1.0,200,50
2,TSF_Dilation,BeetleFly,0.7,4.1371,2.83498,150,0.28492,3.4513999999999965,0.28744000000000025,1.0,1.0,0,1.0,200,50
3,TSF_Dilation,BirdChicken,0.8,4.04997,2.78882,150,0.29346,3.36129,0.28648999999999997,1.0,1.0,0,1.0,200,50
4,TSF_Dilation,Car,0.41667,6.54385,3.52657,150,0.28325,4.881560000000001,1.2716800000000004,1.0,1.0,0,1.0,200,50
5,TSF_Dilation,CBF,0.95333,3.65148,6.58237,150,0.27642,2.879960000000001,0.3864399999999996,1.0,1.0,0,1.0,200,50
6,TSF_Dilation,Coffee,0.92857,3.89367,2.76419,150,0.28092,3.2231600000000005,0.2810599999999999,1.0,1.0,0,1.0,200,50
7,TSF_Dilation,DiatomSizeReduction,0.92484,3.60943,5.30618,150,0.26394,2.9557200000000003,0.2849900000000005,1.0,1.0,0,1.0,200,50
8,TSF_Dilation,DistalPhalanxOutlineAgeGroup,0.73381,13.93639,2.86599,150,0.26033,5.024789999999997,8.535669999999994,1.0,1.0,0,1.0,200,50
9,TSF_Dilation,DistalPhalanxOutlineCorrect,0.41667,23.8111,3.39497,150,0.26389,6.114990000000001,17.320190000000007,1.0,1.0,0,1.0,200,50
10,TSF_Dilation,DistalPhalanxTW,0.69065,16.5999,2.99891,150,0.26477,5.072319999999999,11.147700000000004,1.0,1.0,0,1.0,200,50
11,TSF_Dilation,ECG200,0.86,5.00639,2.87926,150,0.26611,3.3311100000000025,1.3000300000000007,1.0,1.0,0,1.0,200,50
12,TSF_Dilation,ECGFiveDays,0.96516,3.46377,6.51185,150,0.26871,2.8108699999999995,0.27475000000000005,1.0,1.0,0,1.0,200,50
13,TSF_Dilation,ItalyPowerDemand,0.61613,3.69281,4.86967,150,0.26641,2.7206699999999984,0.5999099999999997,1.0,1.0,0,1.0,200,50
14,TSF_Dilation,MiddlePhalanxOutlineAgeGroup,0.45455,15.21024,2.96715,150,0.25552,5.037139999999999,9.807719999999998,1.0,1.0,0,1.0,200,50
15,TSF_Dilation,MiddlePhalanxOutlineCorrect,0.66667,24.8425,3.46991,150,0.26183,6.0063900000000015,18.46716,1.0,1.0,0,1.0,200,50
16,TSF_Dilation,MiddlePhalanxTW,0.49351,21.94901,3.05318,150,0.2681,5.0876699999999975,16.48246,1.0,1.0,0,1.0,200,50
17,TSF_Dilation,OliveOil,0.7,4.62335,2.94873,150,0.29974,3.7495299999999987,0.46205999999999975,1.0,1.0,0,1.0,200,50
18,TSF_Dilation,Plane,0.99048,6.17144,3.11628,150,0.26872,3.78942,2.0027899999999987,1.0,1.0,0,1.0,200,50
19,TSF_Dilation,ProximalPhalanxOutlineAgeGroup,0.84878,14.2179,3.21694,150,0.26073,4.99565,8.851230000000005,1.0,1.0,0,1.0,200,50
20,TSF_Dilation,ProximalPhalanxOutlineCorrect,0.54296,23.0592,3.48697,150,0.26239,6.068300000000006,16.609160000000003,1.0,1.0,0,1.0,200,50
21,TSF_Dilation,ProximalPhalanxTW,0.81951,16.56029,3.17178,150,0.27701,4.9825399999999975,11.188089999999992,1.0,1.0,0,1.0,200,50
22,TSF_Dilation,SyntheticControl,0.97667,11.47713,3.49184,150,0.25905,4.238879999999999,6.86841,1.0,1.0,0,1.0,200,50
23,TSF_Dilation,TwoLeadECG,0.86567,3.41676,6.54347,150,0.27418,2.7363000000000017,0.29558,1.0,1.0,0,1.0,200,50
24,TSF_Dilation,Wine,0.57407,4.78466,2.95026,150,0.26405,3.60476,0.8056099999999998,1.0,1.0,0,1.0,200,50
