,Classifier,Dataset,Accuracy,Fit-Time,Predict-Time,total_feature_count,get_intervals_time,transform_time,fit_randomforest_time,n_intervals_prop,interval_length_prop,interval_lengths,max_dilation_size,n_estimators,n_intervals
21,TSF_Dilation,ProximalPhalanxTW,0.82439,8.51534,1.57772,15000,0.08421,1.7423800000000023,6.409460000000004,1.0,1.0,"[3, 4, 5, 6]",2,500,10
22,TSF_Dilation,SyntheticControl,0.98667,6.97963,1.7324,15000,0.08939,1.6410400000000003,4.971849999999999,1.0,1.0,"[3, 4, 5, 6]",2,500,10
23,TSF_Dilation,TwoLeadECG,0.87621,1.94033,2.60307,15000,0.0851,1.1349099999999988,0.46157999999999977,1.0,1.0,"[3, 4, 5, 6]",2,500,10
24,TSF_Dilation,Wine,0.81481,2.41001,1.35836,15000,0.0985,1.3055300000000016,0.7387699999999993,1.0,1.0,"[3, 4, 5, 6]",2,500,10
0,TSF_Dilation,ArrowHead,0.75429,2.64786,1.91489,18000,0.10831,1.500660000000001,0.7206799999999998,1.0,1.0,"[3, 4, 5, 6]",2,600,10
1,TSF_Dilation,Beef,0.8,2.58466,1.47569,18000,0.1,1.4047800000000037,0.769399999999999,1.0,1.0,"[3, 4, 5, 6]",2,600,10
2,TSF_Dilation,BeetleFly,0.95,2.4737,1.51554,18000,0.18164,1.4327099999999982,0.54153,1.0,1.0,"[3, 4, 5, 6]",2,600,10
3,TSF_Dilation,BirdChicken,0.85,2.39359,1.52165,18000,0.11376,1.4273499999999977,0.5371800000000008,1.0,1.0,"[3, 4, 5, 6]",2,600,10
4,TSF_Dilation,Car,0.76667,3.14272,1.55716,18000,0.10349,1.50561,1.2129799999999997,1.0,1.0,"[3, 4, 5, 6]",2,600,10
5,TSF_Dilation,CBF,0.95889,2.51726,2.93632,18000,0.09913,1.4467600000000007,0.6498000000000007,1.0,1.0,"[3, 4, 5, 6]",2,600,10
6,TSF_Dilation,Coffee,1.0,2.39239,1.51125,18000,0.105,1.433409999999998,0.5351900000000027,1.0,1.0,"[3, 4, 5, 6]",2,600,10
7,TSF_Dilation,DiatomSizeReduction,0.96078,2.37789,2.13542,18000,0.11063,1.4088399999999972,0.5330200000000028,1.0,1.0,"[3, 4, 5, 6]",2,600,10
8,TSF_Dilation,DistalPhalanxOutlineAgeGroup,0.74101,8.43713,1.77237,18000,0.11851,2.069310000000007,5.926880000000004,1.0,1.0,"[3, 4, 5, 6]",2,600,10
9,TSF_Dilation,DistalPhalanxOutlineCorrect,0.78261,13.91369,2.06365,18000,0.09945,2.3980999999999995,11.075000000000003,1.0,1.0,"[3, 4, 5, 6]",2,600,10
10,TSF_Dilation,DistalPhalanxTW,0.69065,9.99518,1.82868,18000,0.10971,2.110290000000003,7.438379999999998,1.0,1.0,"[3, 4, 5, 6]",2,600,10
11,TSF_Dilation,ECG200,0.85,3.32013,1.70314,18000,0.10741,1.620410000000003,1.2580599999999995,1.0,1.0,"[3, 4, 5, 6]",2,600,10
12,TSF_Dilation,ECGFiveDays,0.96864,2.4052,2.94165,18000,0.09969,1.4326900000000022,0.5522299999999997,1.0,1.0,"[3, 4, 5, 6]",2,600,10
13,TSF_Dilation,ItalyPowerDemand,0.97279,2.74604,3.00205,18000,0.10244,1.5490400000000004,0.7704999999999995,1.0,1.0,"[3, 4, 5, 6]",2,600,10
14,TSF_Dilation,MiddlePhalanxOutlineAgeGroup,0.5974,9.07186,1.80869,18000,0.1022,2.0696000000000048,6.576020000000001,1.0,1.0,"[3, 4, 5, 6]",2,600,10
15,TSF_Dilation,MiddlePhalanxOutlineCorrect,0.84536,14.59096,2.05234,18000,0.10115,2.360159999999999,11.796879999999994,1.0,1.0,"[3, 4, 5, 6]",2,600,10
16,TSF_Dilation,MiddlePhalanxTW,0.53896,12.87853,1.83819,18000,0.1089,2.109030000000002,10.336710000000007,1.0,1.0,"[3, 4, 5, 6]",2,600,10
17,TSF_Dilation,OliveOil,0.93333,2.63233,1.55357,18000,0.17067,1.4644400000000006,0.6785500000000014,1.0,1.0,"[3, 4, 5, 6]",2,600,10
18,TSF_Dilation,Plane,1.0,3.74449,1.65717,18000,0.10139,1.5966900000000004,1.7272000000000005,1.0,1.0,"[3, 4, 5, 6]",2,600,10
19,TSF_Dilation,ProximalPhalanxOutlineAgeGroup,0.84878,8.69726,1.86247,18000,0.09842,2.047850000000002,6.223859999999998,1.0,1.0,"[3, 4, 5, 6]",2,600,10
20,TSF_Dilation,ProximalPhalanxOutlineCorrect,0.8866,13.28397,2.02055,18000,0.11059,2.3624000000000005,10.488719999999999,1.0,1.0,"[3, 4, 5, 6]",2,600,10
21,TSF_Dilation,ProximalPhalanxTW,0.81463,10.26145,1.93575,18000,0.10892,2.0999000000000017,7.7276799999999986,1.0,1.0,"[3, 4, 5, 6]",2,600,10
22,TSF_Dilation,SyntheticControl,0.98333,8.35816,2.03818,18000,0.10344,1.9379699999999977,5.982950000000005,1.0,1.0,"[3, 4, 5, 6]",2,600,10
23,TSF_Dilation,TwoLeadECG,0.87533,2.49276,3.27583,18000,0.10034,1.4819699999999978,0.5870300000000019,1.0,1.0,"[3, 4, 5, 6]",2,600,10
24,TSF_Dilation,Wine,0.75926,2.93693,1.66202,18000,0.14278,1.575589999999997,0.8970499999999999,1.0,1.0,"[3, 4, 5, 6]",2,600,10
0,TSF_Dilation,ArrowHead,0.76,3.0228,2.18983,21000,0.11682,1.7050499999999982,0.8341500000000002,1.0,1.0,"[3, 4, 5, 6]",2,700,10
1,TSF_Dilation,Beef,0.8,3.0884,1.79015,21000,0.12388,1.7051899999999989,0.8978999999999989,1.0,1.0,"[3, 4, 5, 6]",2,700,10
2,TSF_Dilation,BeetleFly,0.95,2.76666,1.7462,21000,0.12362,1.6466000000000032,0.6277099999999998,1.0,1.0,"[3, 4, 5, 6]",2,700,10
3,TSF_Dilation,BirdChicken,0.85,2.73392,1.71385,21000,0.12288,1.6105299999999987,0.627269999999998,1.0,1.0,"[3, 4, 5, 6]",2,700,10
4,TSF_Dilation,Car,0.76667,3.74173,1.91545,21000,0.13369,1.8253100000000027,1.4085300000000014,1.0,1.0,"[3, 4, 5, 6]",2,700,10
5,TSF_Dilation,CBF,0.95444,3.00791,3.45118,21000,0.12718,1.7392899999999998,0.7609600000000002,1.0,1.0,"[3, 4, 5, 6]",2,700,10
6,TSF_Dilation,Coffee,1.0,2.75565,1.73478,21000,0.11801,1.6368000000000047,0.6303900000000029,1.0,1.0,"[3, 4, 5, 6]",2,700,10
7,TSF_Dilation,DiatomSizeReduction,0.95425,2.75008,2.49501,21000,0.12711,1.6290100000000067,0.6228399999999985,1.0,1.0,"[3, 4, 5, 6]",2,700,10
8,TSF_Dilation,DistalPhalanxOutlineAgeGroup,0.7482,9.90187,2.11454,21000,0.13067,2.452289999999997,6.936899999999998,1.0,1.0,"[3, 4, 5, 6]",2,700,10
9,TSF_Dilation,DistalPhalanxOutlineCorrect,0.77899,16.4101,2.35101,21000,0.11673,2.77202,13.138329999999995,1.0,1.0,"[3, 4, 5, 6]",2,700,10
10,TSF_Dilation,DistalPhalanxTW,0.69784,11.72663,2.08699,21000,0.13027,2.4170000000000003,8.797740000000001,1.0,1.0,"[3, 4, 5, 6]",2,700,10
11,TSF_Dilation,ECG200,0.86,3.77799,1.9413,21000,0.12079,1.8364000000000003,1.4512000000000016,1.0,1.0,"[3, 4, 5, 6]",2,700,10
12,TSF_Dilation,ECGFiveDays,0.96748,2.72783,3.31445,21000,0.11694,1.6075699999999962,0.6389099999999996,1.0,1.0,"[3, 4, 5, 6]",2,700,10
13,TSF_Dilation,ItalyPowerDemand,0.97279,3.16473,3.45147,21000,0.11814,1.805590000000001,0.8730699999999996,1.0,1.0,"[3, 4, 5, 6]",2,700,10
14,TSF_Dilation,MiddlePhalanxOutlineAgeGroup,0.5974,10.58988,2.1178,21000,0.12005,2.446710000000003,7.642429999999996,1.0,1.0,"[3, 4, 5, 6]",2,700,10
15,TSF_Dilation,MiddlePhalanxOutlineCorrect,0.84192,17.06052,2.39854,21000,0.12049,2.7917099999999953,13.761829999999993,1.0,1.0,"[3, 4, 5, 6]",2,700,10
16,TSF_Dilation,MiddlePhalanxTW,0.56494,14.98228,2.11064,21000,0.11897,2.423330000000004,12.06586999999999,1.0,1.0,"[3, 4, 5, 6]",2,700,10
17,TSF_Dilation,OliveOil,0.93333,2.92388,1.7668,21000,0.12847,1.6660899999999956,0.7624900000000011,1.0,1.0,"[3, 4, 5, 6]",2,700,10
18,TSF_Dilation,Plane,1.0,4.39236,1.96888,21000,0.12267,1.8950900000000004,2.0067000000000013,1.0,1.0,"[3, 4, 5, 6]",2,700,10
19,TSF_Dilation,ProximalPhalanxOutlineAgeGroup,0.84878,10.35834,2.20202,21000,0.12885,2.4460000000000037,7.399520000000001,1.0,1.0,"[3, 4, 5, 6]",2,700,10
20,TSF_Dilation,ProximalPhalanxOutlineCorrect,0.87973,15.34194,2.36613,21000,0.1191,2.7624499999999976,12.080770000000005,1.0,1.0,"[3, 4, 5, 6]",2,700,10
21,TSF_Dilation,ProximalPhalanxTW,0.81951,11.90585,2.2185,21000,0.12666,2.429590000000005,8.97757,1.0,1.0,"[3, 4, 5, 6]",2,700,10
22,TSF_Dilation,SyntheticControl,0.98,9.62201,2.33304,21000,0.12666,2.210040000000001,6.912870000000002,1.0,1.0,"[3, 4, 5, 6]",2,700,10
23,TSF_Dilation,TwoLeadECG,0.87709,2.78802,3.72272,21000,0.12666,1.6469900000000008,0.6448099999999996,1.0,1.0,"[3, 4, 5, 6]",2,700,10
24,TSF_Dilation,Wine,0.81481,3.33117,1.89815,21000,0.11844,1.8131700000000008,1.0353900000000014,1.0,1.0,"[3, 4, 5, 6]",2,700,10
0,TSF_Dilation,ArrowHead,0.78857,3.44538,2.48817,24000,0.13718,1.95012,0.9451100000000021,1.0,1.0,"[3, 4, 5, 6]",2,800,10
1,TSF_Dilation,Beef,0.8,3.56594,2.07477,24000,0.14003,1.952599999999998,1.0491299999999997,1.0,1.0,"[3, 4, 5, 6]",2,800,10
2,TSF_Dilation,BeetleFly,0.95,3.22596,2.06084,24000,0.14377,1.9286099999999975,0.7271199999999987,1.0,1.0,"[3, 4, 5, 6]",2,800,10
3,TSF_Dilation,BirdChicken,0.85,3.15354,1.98173,24000,0.14787,1.8687700000000091,0.7127099999999994,1.0,1.0,"[3, 4, 5, 6]",2,800,10
4,TSF_Dilation,Car,0.76667,4.33271,2.22855,24000,0.13603,2.1116799999999922,1.6497499999999996,1.0,1.0,"[3, 4, 5, 6]",2,800,10
5,TSF_Dilation,CBF,0.95556,3.30707,3.84205,24000,0.13688,1.8997899999999959,0.8531000000000014,1.0,1.0,"[3, 4, 5, 6]",2,800,10
6,TSF_Dilation,Coffee,1.0,3.30544,2.10065,24000,0.15347,2.0036600000000013,0.7209600000000012,1.0,1.0,"[3, 4, 5, 6]",2,800,10
7,TSF_Dilation,DiatomSizeReduction,0.95098,3.04791,2.79255,24000,0.14004,1.8361999999999963,0.6596899999999976,1.0,1.0,"[3, 4, 5, 6]",2,800,10
8,TSF_Dilation,DistalPhalanxOutlineAgeGroup,0.7554,11.271,2.40402,24000,0.14188,2.8071000000000006,7.8947800000000035,1.0,1.0,"[3, 4, 5, 6]",2,800,10
9,TSF_Dilation,DistalPhalanxOutlineCorrect,0.78623,18.46508,2.71794,24000,0.14902,3.129439999999995,14.76192,1.0,1.0,"[3, 4, 5, 6]",2,800,10
10,TSF_Dilation,DistalPhalanxTW,0.70504,13.17483,2.30894,24000,0.1334,2.6852499999999986,9.935979999999997,1.0,1.0,"[3, 4, 5, 6]",2,800,10
11,TSF_Dilation,ECG200,0.86,4.40743,2.24046,24000,0.14904,2.1551700000000054,1.6733999999999996,1.0,1.0,"[3, 4, 5, 6]",2,800,10
12,TSF_Dilation,ECGFiveDays,0.96748,3.16782,3.89959,24000,0.13314,1.8878899999999992,0.7255900000000002,1.0,1.0,"[3, 4, 5, 6]",2,800,10
13,TSF_Dilation,ItalyPowerDemand,0.97182,3.66183,4.04087,24000,0.14205,2.082009999999998,1.017500000000001,1.0,1.0,"[3, 4, 5, 6]",2,800,10
14,TSF_Dilation,MiddlePhalanxOutlineAgeGroup,0.5974,12.03418,2.36875,24000,0.1404,2.7391100000000024,8.734580000000001,1.0,1.0,"[3, 4, 5, 6]",2,800,10
15,TSF_Dilation,MiddlePhalanxOutlineCorrect,0.84536,19.57304,2.72405,24000,0.14223,3.228459999999999,15.756719999999993,1.0,1.0,"[3, 4, 5, 6]",2,800,10
16,TSF_Dilation,MiddlePhalanxTW,0.56494,17.14982,2.45067,24000,0.13722,2.8118900000000044,13.773420000000009,1.0,1.0,"[3, 4, 5, 6]",2,800,10
17,TSF_Dilation,OliveOil,0.93333,3.4322,2.08076,24000,0.15064,1.964860000000001,0.8876000000000024,1.0,1.0,"[3, 4, 5, 6]",2,800,10
18,TSF_Dilation,Plane,1.0,5.01761,2.25833,24000,0.13474,2.1581400000000004,2.3014900000000003,1.0,1.0,"[3, 4, 5, 6]",2,800,10
19,TSF_Dilation,ProximalPhalanxOutlineAgeGroup,0.85366,11.70593,2.53384,24000,0.13448,2.794470000000005,8.344600000000002,1.0,1.0,"[3, 4, 5, 6]",2,800,10
20,TSF_Dilation,ProximalPhalanxOutlineCorrect,0.87973,17.75716,2.66443,24000,0.13406,3.121670000000002,14.073179999999986,1.0,1.0,"[3, 4, 5, 6]",2,800,10
21,TSF_Dilation,ProximalPhalanxTW,0.82927,13.5449,2.53498,24000,0.14762,2.7641800000000027,10.208419999999998,1.0,1.0,"[3, 4, 5, 6]",2,800,10
22,TSF_Dilation,SyntheticControl,0.98667,11.02771,2.68178,24000,0.13422,2.553710000000002,7.919620000000011,1.0,1.0,"[3, 4, 5, 6]",2,800,10
23,TSF_Dilation,TwoLeadECG,0.88411,3.14758,4.26714,24000,0.13697,1.866940000000005,0.7253699999999982,1.0,1.0,"[3, 4, 5, 6]",2,800,10
24,TSF_Dilation,Wine,0.77778,3.7618,2.11483,24000,0.1352,2.0325899999999995,1.174600000000001,1.0,1.0,"[3, 4, 5, 6]",2,800,10
0,TSF_Dilation,ArrowHead,0.81143,3.88421,2.81823,27000,0.15148,2.2001600000000017,1.0648400000000007,1.0,1.0,"[3, 4, 5, 6]",2,900,10
1,TSF_Dilation,Beef,0.8,4.02703,2.35229,27000,0.15759,2.2273800000000006,1.1616799999999994,1.0,1.0,"[3, 4, 5, 6]",2,900,10
2,TSF_Dilation,BeetleFly,0.95,3.50538,2.20501,27000,0.15269,2.0715899999999965,0.8070699999999978,1.0,1.0,"[3, 4, 5, 6]",2,900,10
3,TSF_Dilation,BirdChicken,0.85,3.60342,2.30826,27000,0.16013,2.1602099999999935,0.8061099999999969,1.0,1.0,"[3, 4, 5, 6]",2,900,10
4,TSF_Dilation,Car,0.76667,4.79969,2.41965,27000,0.16143,2.337279999999995,1.8250300000000006,1.0,1.0,"[3, 4, 5, 6]",2,900,10
5,TSF_Dilation,CBF,0.95111,3.77258,4.3891,27000,0.15613,2.154009999999998,0.9803800000000008,1.0,1.0,"[3, 4, 5, 6]",2,900,10
6,TSF_Dilation,Coffee,1.0,3.58485,2.26944,27000,0.15686,2.150309999999993,0.8086300000000021,1.0,1.0,"[3, 4, 5, 6]",2,900,10
7,TSF_Dilation,DiatomSizeReduction,0.94771,3.58137,3.27188,27000,0.16114,2.1562999999999932,0.7947500000000015,1.0,1.0,"[3, 4, 5, 6]",2,900,10
8,TSF_Dilation,DistalPhalanxOutlineAgeGroup,0.7482,12.48975,2.58553,27000,0.1489,3.011779999999996,8.858010000000009,1.0,1.0,"[3, 4, 5, 6]",2,900,10
9,TSF_Dilation,DistalPhalanxOutlineCorrect,0.77899,20.88337,3.07888,27000,0.16338,3.625660000000001,16.612020000000015,1.0,1.0,"[3, 4, 5, 6]",2,900,10
10,TSF_Dilation,DistalPhalanxTW,0.70504,14.87021,2.615,27000,0.15233,3.03264,11.19519999999999,1.0,1.0,"[3, 4, 5, 6]",2,900,10
11,TSF_Dilation,ECG200,0.86,4.93305,2.57044,27000,0.1468,2.46466,1.8440399999999983,1.0,1.0,"[3, 4, 5, 6]",2,900,10
12,TSF_Dilation,ECGFiveDays,0.97213,3.61646,4.44482,27000,0.1627,2.1586899999999947,0.8183300000000013,1.0,1.0,"[3, 4, 5, 6]",2,900,10
13,TSF_Dilation,ItalyPowerDemand,0.97182,4.07979,4.42091,27000,0.15324,2.2858100000000072,1.1663300000000034,1.0,1.0,"[3, 4, 5, 6]",2,900,10
14,TSF_Dilation,MiddlePhalanxOutlineAgeGroup,0.6039,13.70434,2.66675,27000,0.15327,3.1192599999999997,9.935229999999992,1.0,1.0,"[3, 4, 5, 6]",2,900,10
15,TSF_Dilation,MiddlePhalanxOutlineCorrect,0.84192,21.90387,3.03068,27000,0.14763,3.5260299999999973,17.74067000000001,1.0,1.0,"[3, 4, 5, 6]",2,900,10
16,TSF_Dilation,MiddlePhalanxTW,0.56494,19.25443,2.75594,27000,0.15127,3.08006,15.52214000000002,1.0,1.0,"[3, 4, 5, 6]",2,900,10
17,TSF_Dilation,OliveOil,0.93333,3.83986,2.34731,27000,0.16017,2.211579999999999,0.9910700000000022,1.0,1.0,"[3, 4, 5, 6]",2,900,10
18,TSF_Dilation,Plane,1.0,5.74966,2.61463,27000,0.16154,2.5059800000000005,2.6033000000000044,1.0,1.0,"[3, 4, 5, 6]",2,900,10
19,TSF_Dilation,ProximalPhalanxOutlineAgeGroup,0.85366,13.16739,2.82794,27000,0.15528,3.1353500000000074,9.386490000000016,1.0,1.0,"[3, 4, 5, 6]",2,900,10
20,TSF_Dilation,ProximalPhalanxOutlineCorrect,0.89003,19.8029,3.07778,27000,0.15465,3.5395499999999958,15.627270000000005,1.0,1.0,"[3, 4, 5, 6]",2,900,10
21,TSF_Dilation,ProximalPhalanxTW,0.82927,15.19387,2.86426,27000,0.15799,3.110969999999999,11.444100000000002,1.0,1.0,"[3, 4, 5, 6]",2,900,10
22,TSF_Dilation,SyntheticControl,0.98333,12.54926,3.07411,27000,0.16824,2.9224199999999967,8.960879999999996,1.0,1.0,"[3, 4, 5, 6]",2,900,10
23,TSF_Dilation,TwoLeadECG,0.8964,3.51097,4.75114,27000,0.14979,2.0651499999999965,0.8261499999999983,1.0,1.0,"[3, 4, 5, 6]",2,900,10
24,TSF_Dilation,Wine,0.77778,4.34601,2.47339,27000,0.16582,2.355669999999999,1.3430100000000003,1.0,1.0,"[3, 4, 5, 6]",2,900,10
0,TSF_Dilation,ArrowHead,0.77714,4.38107,3.19121,30000,0.16395,2.50941,1.1827300000000012,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
1,TSF_Dilation,Beef,0.76667,4.45719,2.59045,30000,0.18724,2.443169999999995,1.2960400000000007,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
2,TSF_Dilation,BeetleFly,0.95,3.96366,2.48679,30000,0.19212,2.3395099999999935,0.9047699999999977,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
3,TSF_Dilation,BirdChicken,0.85,3.84915,2.40819,30000,0.20535,2.2600200000000115,0.865949999999996,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
4,TSF_Dilation,Car,0.78333,5.29463,2.69062,30000,0.19099,2.5855899999999954,1.999639999999999,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
5,TSF_Dilation,CBF,0.95444,4.18883,4.82477,30000,0.18067,2.4174299999999924,1.0637500000000004,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
6,TSF_Dilation,Coffee,1.0,3.99687,2.54682,30000,0.1821,2.4045899999999967,0.8887100000000048,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
7,TSF_Dilation,DiatomSizeReduction,0.95425,4.08769,3.75822,30000,0.18674,2.473079999999996,0.892880000000004,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
8,TSF_Dilation,DistalPhalanxOutlineAgeGroup,0.7482,13.83622,2.84253,30000,0.17124,3.311739999999994,9.834750000000003,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
9,TSF_Dilation,DistalPhalanxOutlineCorrect,0.77536,23.19246,3.38049,30000,0.18327,3.9761899999999963,18.489930000000005,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
10,TSF_Dilation,DistalPhalanxTW,0.70504,16.45515,2.92067,30000,0.16934,3.373059999999996,12.387369999999976,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
11,TSF_Dilation,ECG200,0.86,5.4543,2.84528,30000,0.17827,2.6997799999999916,2.050060000000002,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
12,TSF_Dilation,ECGFiveDays,0.97213,3.97154,4.74456,30000,0.17666,2.368449999999989,0.8997199999999995,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
13,TSF_Dilation,ItalyPowerDemand,0.97279,4.49334,4.91653,30000,0.16408,2.55455000000001,1.2441199999999997,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
14,TSF_Dilation,MiddlePhalanxOutlineAgeGroup,0.5974,15.07094,2.93829,30000,0.16592,3.4592700000000036,10.91184000000001,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
15,TSF_Dilation,MiddlePhalanxOutlineCorrect,0.84536,24.31126,3.41908,30000,0.17067,3.9141599999999976,19.684340000000013,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
16,TSF_Dilation,MiddlePhalanxTW,0.57143,21.21396,2.93777,30000,0.16765,3.383840000000001,17.12837000000002,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
17,TSF_Dilation,OliveOil,0.93333,4.26145,2.6094,30000,0.17716,2.4334499999999943,1.1274800000000045,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
18,TSF_Dilation,Plane,1.0,6.27606,2.82001,30000,0.16424,2.7058399999999945,2.8696100000000055,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
19,TSF_Dilation,ProximalPhalanxOutlineAgeGroup,0.84878,14.42745,3.0447,30000,0.16905,3.3453099999999982,10.391130000000004,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
20,TSF_Dilation,ProximalPhalanxOutlineCorrect,0.88316,22.05762,3.4261,30000,0.18449,3.99528,17.354289999999995,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
21,TSF_Dilation,ProximalPhalanxTW,0.82439,16.84534,3.15276,30000,0.17094,3.444790000000006,12.696100000000001,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
22,TSF_Dilation,SyntheticControl,0.98333,13.95068,3.51853,30000,0.18076,3.337159999999996,9.898119999999993,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
23,TSF_Dilation,TwoLeadECG,0.88762,3.85346,5.21196,30000,0.16177,2.2769800000000013,0.9030399999999984,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
24,TSF_Dilation,Wine,0.74074,4.72392,2.64439,30000,0.16581,2.540020000000008,1.4916199999999982,1.0,1.0,"[3, 4, 5, 6]",2,1000,10
