,Classifier,Dataset,Accuracy,Fit-Time,Predict-Time,total_feature_count,num_of_random_dilations_per_win_size,win_lengths,norm_options,word_lengths,alphabet_size,feature_selection,max_feature_count
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.6039,49.86589,7.30872,2074,17,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.74914,270.68493,13.1472,5151,17,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.54545,85.93778,7.24647,13464,17,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
17,CBOSS_Dilation,OliveOil,0.86667,22.70306,1.85215,255,17,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
18,CBOSS_Dilation,Plane,0.98095,12.03006,4.64583,5865,17,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.83902,65.28926,9.82622,2618,17,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.84536,55.69489,13.72665,6256,17,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.7561,63.49587,10.05925,10166,17,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.75667,103.95815,10.11567,0,17,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.89552,12.92364,48.1936,153,17,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
24,CBOSS_Dilation,Wine,0.7037,15.92391,3.10442,408,17,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
0,CBOSS_Dilation,ArrowHead,0.52,8.01212,7.29314,1008,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
1,CBOSS_Dilation,Beef,0.46667,13.79742,1.64919,3780,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
2,CBOSS_Dilation,BeetleFly,0.8,17.59103,0.64611,630,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
