,Classifier,Dataset,Accuracy,Fit-Time,Predict-Time,total_feature_count,get_intervals_time,transform_time,fit_randomforest_time,n_intervals_prop,interval_length_prop,interval_lengths,max_dilation_size,n_estimators,n_intervals
11,TSF_Dilation,ECG200,0.88,1.04289,0.54526,5400,0.03174,0.5183000000000001,0.3841199999999998,1.0,1.0,"[3, 10, 20, 30]",2,200,0
12,TSF_Dilation,ECGFiveDays,0.96051,0.88423,1.24668,6600,0.04307,0.5484500000000001,0.18179999999999988,1.0,1.0,"[3, 10, 20, 30]",2,200,0
13,TSF_Dilation,ItalyPowerDemand,0.96599,0.54373,0.46149,2400,0.0155,0.2218899999999999,0.19537000000000004,1.0,1.0,"[3, 10, 20, 30]",2,200,0
14,TSF_Dilation,MiddlePhalanxOutlineAgeGroup,0.57792,2.69524,0.52349,4800,0.02927,0.6166299999999996,1.9396500000000012,1.0,1.0,"[3, 10, 20, 30]",2,200,0
15,TSF_Dilation,MiddlePhalanxOutlineCorrect,0.811,4.30519,0.61127,4800,0.0298,0.7479899999999999,3.4049600000000027,1.0,1.0,"[3, 10, 20, 30]",2,200,0
16,TSF_Dilation,MiddlePhalanxTW,0.52597,3.68314,0.53103,4800,0.03106,0.63108,2.908819999999999,1.0,1.0,"[3, 10, 20, 30]",2,200,0
17,TSF_Dilation,OliveOil,0.93333,1.70937,1.16887,13800,0.0769,1.1684599999999996,0.33699999999999986,1.0,1.0,"[3, 10, 20, 30]",2,200,0
18,TSF_Dilation,Plane,1.0,1.48524,0.71235,7200,0.04315,0.6911500000000002,0.6417499999999998,1.0,1.0,"[3, 10, 20, 30]",2,200,0
19,TSF_Dilation,ProximalPhalanxOutlineAgeGroup,0.84878,2.50852,0.55665,4800,0.02836,0.6275499999999999,1.7406199999999996,1.0,1.0,"[3, 10, 20, 30]",2,200,0
20,TSF_Dilation,ProximalPhalanxOutlineCorrect,0.86942,3.77699,0.61273,4800,0.03061,0.7177800000000003,2.9179999999999993,1.0,1.0,"[3, 10, 20, 30]",2,200,0
21,TSF_Dilation,ProximalPhalanxTW,0.80976,2.8687,0.56037,4800,0.02806,0.62756,2.0933999999999995,1.0,1.0,"[3, 10, 20, 30]",2,200,0
22,TSF_Dilation,SyntheticControl,0.99333,1.90845,0.52888,4200,0.02408,0.49845999999999957,1.2713800000000006,1.0,1.0,"[3, 10, 20, 30]",2,200,0
23,TSF_Dilation,TwoLeadECG,0.86743,0.77032,1.12033,5400,0.03224,0.44978000000000007,0.17956999999999992,1.0,1.0,"[3, 10, 20, 30]",2,200,0
24,TSF_Dilation,Wine,0.72222,1.38683,0.83045,9000,0.05193,0.8151099999999998,0.3929699999999997,1.0,1.0,"[3, 10, 20, 30]",2,200,0
0,TSF_Dilation,ArrowHead,0.71429,1.26967,1.09242,9000,0.06394,0.7970100000000002,0.29093000000000013,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
1,TSF_Dilation,Beef,0.73333,1.70919,1.14863,12600,0.08934,1.1302900000000005,0.3770599999999999,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
2,TSF_Dilation,BeetleFly,0.9,1.68953,1.15709,13200,0.16143,1.1537000000000006,0.24834999999999993,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
3,TSF_Dilation,BirdChicken,0.85,1.55703,1.13666,13200,0.0936,1.1086800000000003,0.23428999999999991,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
4,TSF_Dilation,Car,0.78333,2.2508,1.35661,14400,0.0965,1.3198900000000007,0.71328,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
5,TSF_Dilation,CBF,0.98444,0.95559,1.39266,6600,0.04723,0.5756599999999996,0.2179499999999999,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
6,TSF_Dilation,Coffee,1.0,1.17548,0.83387,9600,0.06175,0.8098300000000006,0.19551999999999958,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
7,TSF_Dilation,DiatomSizeReduction,0.86275,1.28803,1.529,10800,0.07952,0.8924400000000001,0.20437999999999976,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
8,TSF_Dilation,DistalPhalanxOutlineAgeGroup,0.74101,2.44532,0.53755,4800,0.0334,0.6703699999999998,1.6115200000000005,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
9,TSF_Dilation,DistalPhalanxOutlineCorrect,0.76812,4.11303,0.61903,4800,0.0337,0.7924899999999999,3.15086,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
10,TSF_Dilation,DistalPhalanxTW,0.69784,3.12539,0.51678,4800,0.03227,0.7077699999999999,2.231849999999999,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
11,TSF_Dilation,ECG200,0.87,1.06613,0.56404,5400,0.03882,0.52877,0.39147999999999994,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
12,TSF_Dilation,ECGFiveDays,0.96748,0.87248,1.33344,6600,0.04301,0.5425000000000002,0.17959999999999987,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
13,TSF_Dilation,ItalyPowerDemand,0.96696,0.55652,0.46328,2400,0.01787,0.22652000000000005,0.20187999999999992,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
14,TSF_Dilation,MiddlePhalanxOutlineAgeGroup,0.56494,2.69134,0.56196,4800,0.03154,0.6790600000000002,1.8642999999999992,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
15,TSF_Dilation,MiddlePhalanxOutlineCorrect,0.82818,4.23515,0.63488,4800,0.03206,0.7624499999999997,3.3312300000000024,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
16,TSF_Dilation,MiddlePhalanxTW,0.53247,3.82692,0.54939,4800,0.03519,0.6892700000000006,2.9621399999999998,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
17,TSF_Dilation,OliveOil,0.93333,1.67762,1.19315,13800,0.09016,1.1682599999999996,0.30363000000000007,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
18,TSF_Dilation,Plane,1.0,1.66081,0.7866,7200,0.05645,0.8064999999999998,0.6716399999999995,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
19,TSF_Dilation,ProximalPhalanxOutlineAgeGroup,0.84878,2.53379,0.5691,4800,0.03257,0.6496399999999999,1.7300799999999994,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
20,TSF_Dilation,ProximalPhalanxOutlineCorrect,0.85567,3.79246,0.60852,4800,0.03133,0.7341999999999997,2.919679999999999,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
21,TSF_Dilation,ProximalPhalanxTW,0.81463,2.91119,0.59084,4800,0.03201,0.6485399999999999,2.1141699999999997,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
22,TSF_Dilation,SyntheticControl,0.99,1.87542,0.54044,4200,0.02787,0.5034000000000002,1.231510000000001,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
23,TSF_Dilation,TwoLeadECG,0.81563,0.76912,1.18932,5400,0.03916,0.44491999999999987,0.17826000000000006,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
24,TSF_Dilation,Wine,0.64815,1.37995,0.8594,9000,0.05872,0.8450599999999998,0.3673400000000001,1.0,1.0,"[3, 10, 20, 30, 40, 50, 60]",2,200,0
