,Classifier,Dataset,Accuracy,Fit-Time,Predict-Time,total_feature_count,num_of_random_dilations_per_win_size,win_lengths,norm_options,word_lengths,alphabet_size,feature_selection,max_feature_count
5,CBOSS_Dilation,CBF,0.82889,9.89858,25.15253,80,40,"[10, 40, 70, 100, 130, 160, 190]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
6,CBOSS_Dilation,Coffee,0.92857,6.20167,1.07426,4280,40,"[10, 40, 70, 100, 130, 160, 190]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.80065,2.42287,10.62145,2440,40,"[10, 40, 70, 100, 130, 160, 190]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.71942,12.9562,5.00653,15320,40,"[10, 40, 70, 100, 130, 160, 190]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.68116,49.3259,7.05232,2240,40,"[10, 40, 70, 100, 130, 160, 190]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.6259,36.12385,4.77174,10080,40,"[10, 40, 70, 100, 130, 160, 190]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
11,CBOSS_Dilation,ECG200,0.83,10.56097,3.14598,4320,40,"[10, 40, 70, 100, 130, 160, 190]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.96283,10.92066,26.06414,400,40,"[10, 40, 70, 100, 130, 160, 190]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.68707,3.7658,25.97223,160,40,"[10, 40, 70, 100, 130, 160, 190]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.5974,25.14553,5.47326,16960,40,"[10, 40, 70, 100, 130, 160, 190]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.61512,57.85258,9.45652,7960,40,"[10, 40, 70, 100, 130, 160, 190]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.48701,28.46753,5.60719,24680,40,"[10, 40, 70, 100, 130, 160, 190]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
17,CBOSS_Dilation,OliveOil,0.9,4.2439,1.22734,1280,40,"[10, 40, 70, 100, 130, 160, 190]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
18,CBOSS_Dilation,Plane,1.0,4.82894,3.74118,53600,40,"[10, 40, 70, 100, 130, 160, 190]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.76098,32.70976,6.56004,20320,40,"[10, 40, 70, 100, 130, 160, 190]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.77663,16.85955,9.73358,8920,40,"[10, 40, 70, 100, 130, 160, 190]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.74634,33.59822,6.92491,25520,40,"[10, 40, 70, 100, 130, 160, 190]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.80333,21.76493,8.22062,6880,40,"[10, 40, 70, 100, 130, 160, 190]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.95259,3.98374,34.24746,480,40,"[10, 40, 70, 100, 130, 160, 190]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
24,CBOSS_Dilation,Wine,0.62963,6.32055,1.74452,1040,40,"[10, 40, 70, 100, 130, 160, 190]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
