,Classifier,Dataset,Accuracy,Fit-Time,Predict-Time,num_of_random_dilations,window_sizes,norm_options,word_length,dilation_algo
0,BOSS_Dilation,ArrowHead,0.8,40.1361,5.85487,200,[11],"[True, False]","[8, 4]",length/2 dilation
1,BOSS_Dilation,ALL_AVERAGE,0.8,40.1361,5.85487,200,[11],"[True, False]","[8, 4]",length/2 dilation
