,Classifier,Dataset,Accuracy,Fit-Time,Predict-Time,total_feature_count,n_shapelet_samples,max_shapelet_length,max_shapelets
5,STC_Dilation,CBF,0.97444,32.68358,9.66074,30000,30000,,30000
6,STC_Dilation,Coffee,0.96429,40.22463,0.90442,30000,30000,,30000
7,STC_Dilation,DiatomSizeReduction,0.93791,44.10724,4.15939,30000,30000,,30000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.73381,320.83709,16.104,30000,30000,,30000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.80435,780.89518,41.21708,30000,30000,,30000
10,STC_Dilation,DistalPhalanxTW,0.69784,335.23368,17.69606,30000,30000,,30000
11,STC_Dilation,ECG200,0.86,54.01766,4.3289,30000,30000,,30000
12,STC_Dilation,ECGFiveDays,0.99535,24.85921,8.38115,30000,30000,,30000
13,STC_Dilation,ItalyPowerDemand,0.95627,24.78667,10.16276,30000,30000,,30000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.53247,330.87262,18.73813,30000,30000,,30000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.84536,757.19798,40.83832,30000,30000,,30000
16,STC_Dilation,MiddlePhalanxTW,0.58442,354.89586,19.44961,30000,30000,,30000
17,STC_Dilation,OliveOil,0.9,69.51232,1.32479,30000,30000,,30000
18,STC_Dilation,Plane,1.0,82.60603,5.05821,30000,30000,,30000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.82927,329.85742,24.71419,30000,30000,,30000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.8866,746.66933,40.03131,30000,30000,,30000
21,STC_Dilation,ProximalPhalanxTW,0.79512,344.35842,26.34974,30000,30000,,30000
22,STC_Dilation,SyntheticControl,0.99667,190.37425,20.55044,30000,30000,,30000
23,STC_Dilation,TwoLeadECG,0.99034,20.95411,7.87128,30000,30000,,30000
24,STC_Dilation,Wine,0.88889,55.86287,3.64708,30000,30000,,30000
0,STC_Dilation,ArrowHead,0.75429,61.05526,4.68834,30000,30000,,50000
1,STC_Dilation,Beef,0.83333,101.56049,1.94458,30000,30000,,50000
2,STC_Dilation,BeetleFly,0.85,112.24001,1.12636,30000,30000,,50000
3,STC_Dilation,BirdChicken,0.85,102.88685,1.11043,30000,30000,,50000
4,STC_Dilation,Car,0.83333,222.1912,4.43266,30000,30000,,50000
5,STC_Dilation,CBF,0.95111,33.42502,9.34592,30000,30000,,50000
6,STC_Dilation,Coffee,0.96429,41.02962,0.90279,30000,30000,,50000
7,STC_Dilation,DiatomSizeReduction,0.94118,44.42396,4.49869,30000,30000,,50000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.7482,326.32189,16.8594,30000,30000,,50000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.79348,772.13287,40.09467,30000,30000,,50000
10,STC_Dilation,DistalPhalanxTW,0.69784,333.45672,17.52897,30000,30000,,50000
11,STC_Dilation,ECG200,0.84,53.1811,4.14414,30000,30000,,50000
12,STC_Dilation,ECGFiveDays,0.99535,24.59378,8.08208,30000,30000,,50000
13,STC_Dilation,ItalyPowerDemand,0.95724,24.58558,10.28486,30000,30000,,50000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.57143,330.59335,19.14583,30000,30000,,50000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.85223,760.62107,41.56183,30000,30000,,50000
16,STC_Dilation,MiddlePhalanxTW,0.5974,358.98793,19.75215,30000,30000,,50000
17,STC_Dilation,OliveOil,0.86667,71.68473,1.4217,30000,30000,,50000
18,STC_Dilation,Plane,1.0,82.79586,5.26229,30000,30000,,50000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.83902,327.29723,24.61204,30000,30000,,50000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.86942,742.33654,39.50231,30000,30000,,50000
21,STC_Dilation,ProximalPhalanxTW,0.79024,339.1111,24.54114,30000,30000,,50000
22,STC_Dilation,SyntheticControl,0.99667,192.64178,21.06509,30000,30000,,50000
23,STC_Dilation,TwoLeadECG,0.98595,20.411,7.76295,30000,30000,,50000
24,STC_Dilation,Wine,1.0,55.65403,3.69021,30000,30000,,50000
0,STC_Dilation,ArrowHead,0.83429,60.91152,9.94158,360,30000,9,
1,STC_Dilation,Beef,0.83333,71.2233,3.40434,300,30000,9,
2,STC_Dilation,BeetleFly,0.65,50.95701,2.10047,200,30000,9,
3,STC_Dilation,BirdChicken,0.7,48.61469,2.04768,200,30000,9,
4,STC_Dilation,Car,0.83333,140.75688,9.36716,600,30000,9,
5,STC_Dilation,CBF,0.97667,44.19421,28.62593,300,30000,9,
6,STC_Dilation,Coffee,1.0,48.73939,3.03531,280,30000,9,
7,STC_Dilation,DiatomSizeReduction,0.92484,38.47271,6.75903,160,30000,9,
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.7554,340.13958,16.15106,1000,30000,9,
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.77536,608.80214,16.43737,1000,30000,9,
10,STC_Dilation,DistalPhalanxTW,0.68345,370.0007,17.49822,1000,30000,9,
11,STC_Dilation,ECG200,0.86,109.30054,14.31752,1000,30000,9,
12,STC_Dilation,ECGFiveDays,0.85598,34.62797,20.92619,230,30000,9,
13,STC_Dilation,ItalyPowerDemand,0.93003,33.21575,19.00832,670,30000,9,
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.6039,359.59044,19.37793,1000,30000,9,
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.86254,612.67311,15.63437,1000,30000,9,
16,STC_Dilation,MiddlePhalanxTW,0.57143,401.83509,18.69324,1000,30000,9,
17,STC_Dilation,OliveOil,0.9,72.01754,3.46271,300,30000,9,
18,STC_Dilation,Plane,1.0,152.31339,18.03335,1000,30000,9,
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.83415,352.43648,21.90695,1000,30000,9,
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.8866,606.01483,14.06119,1000,30000,9,
21,STC_Dilation,ProximalPhalanxTW,0.82439,359.79802,21.04117,1000,30000,9,
22,STC_Dilation,SyntheticControl,0.94,290.82576,35.89513,1000,30000,9,
23,STC_Dilation,TwoLeadECG,0.92976,30.62047,23.72231,230,30000,9,
24,STC_Dilation,Wine,0.85185,82.77132,7.63231,570,30000,9,
0,STC_Dilation,ArrowHead,0.82857,107.3573,24.64495,10000,30000,9,10000
1,STC_Dilation,Beef,0.86667,167.77001,16.47933,10000,30000,9,10000
2,STC_Dilation,BeetleFly,0.9,114.84019,10.32518,10000,30000,9,10000
3,STC_Dilation,BirdChicken,0.7,117.23329,10.69762,10000,30000,9,10000
4,STC_Dilation,Car,0.86667,384.49596,52.96474,10000,30000,9,10000
5,STC_Dilation,CBF,0.95333,54.8228,41.44132,10000,30000,9,10000
6,STC_Dilation,Coffee,1.0,94.40099,8.96288,10000,30000,9,10000
7,STC_Dilation,DiatomSizeReduction,0.9183,72.49692,22.93234,10000,30000,9,10000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.72662,668.32848,55.28397,10000,30000,9,10000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.77174,1408.55671,136.7802,10000,30000,9,10000
10,STC_Dilation,DistalPhalanxTW,0.67626,706.97306,54.54757,10000,30000,9,10000
11,STC_Dilation,ECG200,0.85,125.54071,17.52333,10000,30000,9,10000
12,STC_Dilation,ECGFiveDays,0.90128,43.39665,30.62535,10000,30000,9,10000
13,STC_Dilation,ItalyPowerDemand,0.93003,33.62357,19.61001,10000,30000,9,10000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.5974,676.2224,59.84553,10000,30000,9,10000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.85911,1494.29592,142.42466,10000,30000,9,10000
16,STC_Dilation,MiddlePhalanxTW,0.54545,825.63479,61.10533,10000,30000,9,10000
17,STC_Dilation,OliveOil,0.9,193.44121,20.90066,10000,30000,9,10000
18,STC_Dilation,Plane,1.0,202.67066,27.19926,10000,30000,9,10000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.81951,711.09376,80.73248,10000,30000,9,10000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.90378,1468.96497,140.95543,10000,30000,9,10000
21,STC_Dilation,ProximalPhalanxTW,0.81951,742.2465,75.88591,10000,30000,9,10000
22,STC_Dilation,SyntheticControl,0.92667,419.9831,63.88217,10000,30000,9,10000
23,STC_Dilation,TwoLeadECG,0.97366,32.26621,23.54108,10000,30000,9,10000
24,STC_Dilation,Wine,0.81481,157.22223,19.25585,10000,30000,9,10000
0,STC_Dilation,ArrowHead,0.80571,107.20806,24.77442,20000,30000,9,20000
1,STC_Dilation,Beef,0.9,174.16342,16.51325,20000,30000,9,20000
2,STC_Dilation,BeetleFly,0.7,117.77391,10.62593,20000,30000,9,20000
3,STC_Dilation,BirdChicken,0.8,115.27323,10.34568,20000,30000,9,20000
4,STC_Dilation,Car,0.9,377.91775,51.49238,20000,30000,9,20000
5,STC_Dilation,CBF,0.98222,55.03238,40.75794,20000,30000,9,20000
6,STC_Dilation,Coffee,1.0,92.28012,8.74634,20000,30000,9,20000
7,STC_Dilation,DiatomSizeReduction,0.87908,70.70904,23.3387,20000,30000,9,20000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.72662,660.54909,54.55128,20000,30000,9,20000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.77899,1378.55726,127.77021,20000,30000,9,20000
10,STC_Dilation,DistalPhalanxTW,0.65468,719.28663,56.04461,20000,30000,9,20000
11,STC_Dilation,ECG200,0.84,127.57927,17.76406,20000,30000,9,20000
12,STC_Dilation,ECGFiveDays,0.82695,43.90717,30.83473,20000,30000,9,20000
13,STC_Dilation,ItalyPowerDemand,0.9378,33.0495,18.76208,20000,30000,9,20000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.6039,689.63206,60.01938,20000,30000,9,20000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.85223,1466.42587,142.64484,20000,30000,9,20000
16,STC_Dilation,MiddlePhalanxTW,0.55195,822.45923,60.50556,20000,30000,9,20000
17,STC_Dilation,OliveOil,0.9,192.96613,20.97387,20000,30000,9,20000
18,STC_Dilation,Plane,1.0,197.26476,26.19336,20000,30000,9,20000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.82927,703.66984,80.72968,20000,30000,9,20000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.90722,1455.7515,142.13731,20000,30000,9,20000
21,STC_Dilation,ProximalPhalanxTW,0.80976,743.87621,76.80583,20000,30000,9,20000
22,STC_Dilation,SyntheticControl,0.92333,429.54929,65.54167,20000,30000,9,20000
23,STC_Dilation,TwoLeadECG,0.98595,32.27891,24.31141,20000,30000,9,20000
24,STC_Dilation,Wine,0.90741,159.69457,20.17106,20000,30000,9,20000
0,STC_Dilation,ArrowHead,0.82286,107.80331,24.40393,30000,30000,9,30000
1,STC_Dilation,Beef,0.76667,168.1216,16.65756,30000,30000,9,30000
2,STC_Dilation,BeetleFly,0.75,118.78585,10.67528,30000,30000,9,30000
3,STC_Dilation,BirdChicken,0.7,112.22406,10.07398,30000,30000,9,30000
4,STC_Dilation,Car,0.81667,379.32377,52.4156,30000,30000,9,30000
5,STC_Dilation,CBF,0.95667,53.98172,39.12758,30000,30000,9,30000
6,STC_Dilation,Coffee,1.0,91.74489,8.65271,30000,30000,9,30000
7,STC_Dilation,DiatomSizeReduction,0.91176,70.6362,23.09968,30000,30000,9,30000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.7482,664.39866,54.35869,30000,30000,9,30000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.77536,1429.91482,140.6634,30000,30000,9,30000
10,STC_Dilation,DistalPhalanxTW,0.68345,710.07068,54.23265,30000,30000,9,30000
11,STC_Dilation,ECG200,0.86,126.00284,17.22027,30000,30000,9,30000
12,STC_Dilation,ECGFiveDays,0.87224,44.37834,32.5658,30000,30000,9,30000
13,STC_Dilation,ItalyPowerDemand,0.93878,32.67805,19.55886,30000,30000,9,30000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.61688,682.98093,61.33991,30000,30000,9,30000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.83849,1473.32411,142.59392,30000,30000,9,30000
16,STC_Dilation,MiddlePhalanxTW,0.57792,827.94547,61.05963,30000,30000,9,30000
17,STC_Dilation,OliveOil,0.9,189.43552,19.93911,30000,30000,9,30000
18,STC_Dilation,Plane,1.0,204.53398,27.64745,30000,30000,9,30000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.82439,690.54042,76.13754,30000,30000,9,30000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.90378,1480.44639,144.0303,30000,30000,9,30000
21,STC_Dilation,ProximalPhalanxTW,0.81463,746.27398,76.12159,30000,30000,9,30000
22,STC_Dilation,SyntheticControl,0.92333,425.78825,63.97262,30000,30000,9,30000
23,STC_Dilation,TwoLeadECG,0.97366,32.01027,23.68945,30000,30000,9,30000
24,STC_Dilation,Wine,0.87037,154.19474,18.8738,30000,30000,9,30000
0,STC_Dilation,ArrowHead,0.81714,109.58304,25.50011,30000,30000,9,50000
1,STC_Dilation,Beef,0.83333,170.12866,17.01512,30000,30000,9,50000
2,STC_Dilation,BeetleFly,0.6,118.84458,10.73543,30000,30000,9,50000
3,STC_Dilation,BirdChicken,0.65,115.56315,10.38658,30000,30000,9,50000
4,STC_Dilation,Car,0.86667,380.07969,52.15215,30000,30000,9,50000
5,STC_Dilation,CBF,0.95111,54.81014,38.77487,30000,30000,9,50000
6,STC_Dilation,Coffee,1.0,92.4383,8.73712,30000,30000,9,50000
7,STC_Dilation,DiatomSizeReduction,0.9281,71.14881,23.34096,30000,30000,9,50000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.76978,667.79375,55.47085,30000,30000,9,50000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.76087,1391.52989,126.3713,30000,30000,9,50000
10,STC_Dilation,DistalPhalanxTW,0.67626,715.07386,55.6947,30000,30000,9,50000
11,STC_Dilation,ECG200,0.83,127.11435,17.81007,30000,30000,9,50000
12,STC_Dilation,ECGFiveDays,0.95122,43.06157,30.08807,30000,30000,9,50000
13,STC_Dilation,ItalyPowerDemand,0.92517,33.04398,18.9006,30000,30000,9,50000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.56494,697.27899,62.13669,30000,30000,9,50000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.84536,1462.70715,138.94938,30000,30000,9,50000
16,STC_Dilation,MiddlePhalanxTW,0.58442,835.90173,61.19377,30000,30000,9,50000
17,STC_Dilation,OliveOil,0.9,192.03003,20.41988,30000,30000,9,50000
18,STC_Dilation,Plane,1.0,202.80601,26.9649,30000,30000,9,50000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.82927,696.535,77.35313,30000,30000,9,50000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.90378,1443.13841,140.14878,30000,30000,9,50000
21,STC_Dilation,ProximalPhalanxTW,0.82439,739.73761,75.55582,30000,30000,9,50000
22,STC_Dilation,SyntheticControl,0.93333,426.67041,64.75995,30000,30000,9,50000
23,STC_Dilation,TwoLeadECG,0.97366,32.42057,24.29976,30000,30000,9,50000
24,STC_Dilation,Wine,0.81481,156.93499,19.59692,30000,30000,9,50000
0,STC_Dilation,ArrowHead,0.80571,60.53835,10.07756,360,30000,20,
1,STC_Dilation,Beef,0.76667,70.44932,3.49998,300,30000,20,
2,STC_Dilation,BeetleFly,0.9,49.77927,2.07253,200,30000,20,
3,STC_Dilation,BirdChicken,0.85,49.03593,2.14418,200,30000,20,
4,STC_Dilation,Car,0.88333,144.32361,9.66166,600,30000,20,
5,STC_Dilation,CBF,0.99,39.61745,23.2321,300,30000,20,
6,STC_Dilation,Coffee,1.0,48.68606,3.11376,280,30000,20,
7,STC_Dilation,DiatomSizeReduction,0.92484,37.28702,6.91435,160,30000,20,
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.78417,330.51612,14.53645,1000,30000,20,
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.77899,672.3223,21.64324,1000,30000,20,
10,STC_Dilation,DistalPhalanxTW,0.67626,356.15249,16.57925,1000,30000,20,
11,STC_Dilation,ECG200,0.85,93.09728,11.17939,1000,30000,20,
12,STC_Dilation,ECGFiveDays,0.92334,30.52144,17.35073,230,30000,20,
13,STC_Dilation,ItalyPowerDemand,0.95432,25.28087,11.16566,670,30000,20,
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.55844,365.9907,19.3336,1000,30000,20,
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.85911,677.815,23.02945,1000,30000,20,
16,STC_Dilation,MiddlePhalanxTW,0.57143,403.26151,19.10497,1000,30000,20,
17,STC_Dilation,OliveOil,0.93333,69.48122,3.63006,300,30000,20,
18,STC_Dilation,Plane,1.0,134.89847,15.4232,1000,30000,20,
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.81951,368.40586,23.22048,1000,30000,20,
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.89691,683.03383,22.01956,1000,30000,20,
21,STC_Dilation,ProximalPhalanxTW,0.79024,338.45231,19.16046,1000,30000,20,
22,STC_Dilation,SyntheticControl,0.97,250.38419,32.65881,1000,30000,20,
23,STC_Dilation,TwoLeadECG,0.98507,24.9969,14.80203,230,30000,20,
24,STC_Dilation,Wine,0.74074,81.5378,7.87117,570,30000,20,
0,STC_Dilation,ArrowHead,0.80571,78.7439,15.65482,10000,30000,20,10000
1,STC_Dilation,Beef,0.86667,117.22326,9.62668,10000,30000,20,10000
2,STC_Dilation,BeetleFly,0.95,77.91624,5.71257,10000,30000,20,10000
3,STC_Dilation,BirdChicken,0.75,82.84488,6.08959,10000,30000,20,10000
4,STC_Dilation,Car,0.83333,264.13527,30.85743,10000,30000,20,10000
5,STC_Dilation,CBF,0.99444,41.20758,24.42695,10000,30000,20,10000
6,STC_Dilation,Coffee,1.0,64.56674,5.24413,10000,30000,20,10000
7,STC_Dilation,DiatomSizeReduction,0.94118,51.6436,14.15176,10000,30000,20,10000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.76259,491.1062,33.86962,10000,30000,20,10000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.77174,1046.11668,79.29729,10000,30000,20,10000
10,STC_Dilation,DistalPhalanxTW,0.69065,530.03643,36.25006,10000,30000,20,10000
11,STC_Dilation,ECG200,0.9,92.68814,11.32946,10000,30000,20,10000
12,STC_Dilation,ECGFiveDays,0.93031,32.7701,19.74801,10000,30000,20,10000
13,STC_Dilation,ItalyPowerDemand,0.96113,25.15203,10.80722,10000,30000,20,10000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.57143,512.87235,39.79136,10000,30000,20,10000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.86598,1145.81161,92.53256,10000,30000,20,10000
16,STC_Dilation,MiddlePhalanxTW,0.56494,607.31094,41.33376,10000,30000,20,10000
17,STC_Dilation,OliveOil,0.9,129.93802,12.43473,10000,30000,20,10000
18,STC_Dilation,Plane,1.0,137.10156,15.70228,10000,30000,20,10000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.82439,524.74145,52.22805,10000,30000,20,10000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.91409,1148.11877,87.72953,10000,30000,20,10000
21,STC_Dilation,ProximalPhalanxTW,0.8,544.48261,49.02182,10000,30000,20,10000
22,STC_Dilation,SyntheticControl,0.97667,265.26824,36.01981,10000,30000,20,10000
23,STC_Dilation,TwoLeadECG,0.98771,25.23435,15.11147,10000,30000,20,10000
24,STC_Dilation,Wine,0.7963,106.94718,12.18338,10000,30000,20,10000
0,STC_Dilation,ArrowHead,0.76,78.42879,15.9495,20000,30000,20,20000
1,STC_Dilation,Beef,0.86667,117.14341,9.81395,20000,30000,20,20000
2,STC_Dilation,BeetleFly,0.9,81.46177,6.01252,20000,30000,20,20000
3,STC_Dilation,BirdChicken,0.75,78.86388,5.82334,20000,30000,20,20000
4,STC_Dilation,Car,0.88333,262.92935,31.34986,20000,30000,20,20000
5,STC_Dilation,CBF,0.99333,42.21827,25.96994,20000,30000,20,20000
6,STC_Dilation,Coffee,1.0,63.57335,4.9984,20000,30000,20,20000
7,STC_Dilation,DiatomSizeReduction,0.95098,51.27978,13.84948,20000,30000,20,20000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.74101,496.98136,34.69493,20000,30000,20,20000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.78986,1081.53667,83.26056,20000,30000,20,20000
10,STC_Dilation,DistalPhalanxTW,0.71223,526.36263,36.00655,20000,30000,20,20000
11,STC_Dilation,ECG200,0.83,92.32412,10.93104,20000,30000,20,20000
12,STC_Dilation,ECGFiveDays,0.98839,32.29714,19.53226,20000,30000,20,20000
13,STC_Dilation,ItalyPowerDemand,0.95918,25.82424,11.78235,20000,30000,20,20000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.53896,518.516,40.17728,20000,30000,20,20000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.85911,1126.08988,92.61797,20000,30000,20,20000
16,STC_Dilation,MiddlePhalanxTW,0.58442,604.27368,40.89885,20000,30000,20,20000
17,STC_Dilation,OliveOil,0.9,129.78191,12.10826,20000,30000,20,20000
18,STC_Dilation,Plane,1.0,139.58359,16.1828,20000,30000,20,20000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.83415,525.02625,49.91114,20000,30000,20,20000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.89003,1128.95299,89.74568,20000,30000,20,20000
21,STC_Dilation,ProximalPhalanxTW,0.81463,540.46754,48.49152,20000,30000,20,20000
22,STC_Dilation,SyntheticControl,0.97333,270.36804,37.94334,20000,30000,20,20000
23,STC_Dilation,TwoLeadECG,0.98946,24.9158,15.03914,20000,30000,20,20000
24,STC_Dilation,Wine,0.75926,108.46199,12.34423,20000,30000,20,20000
0,STC_Dilation,ArrowHead,0.82857,81.6606,16.63719,30000,30000,20,30000
1,STC_Dilation,Beef,0.83333,118.17671,9.96763,30000,30000,20,30000
2,STC_Dilation,BeetleFly,0.8,79.24686,5.89292,30000,30000,20,30000
3,STC_Dilation,BirdChicken,0.75,77.66037,5.77211,30000,30000,20,30000
4,STC_Dilation,Car,0.9,267.65586,32.60169,30000,30000,20,30000
5,STC_Dilation,CBF,0.99222,42.80504,26.44524,30000,30000,20,30000
6,STC_Dilation,Coffee,1.0,63.4882,4.94668,30000,30000,20,30000
7,STC_Dilation,DiatomSizeReduction,0.91503,50.83486,13.84153,30000,30000,20,30000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.73381,509.19441,37.12866,30000,30000,20,30000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.77536,1063.44838,81.66139,30000,30000,20,30000
10,STC_Dilation,DistalPhalanxTW,0.68345,520.30636,34.69539,30000,30000,20,30000
11,STC_Dilation,ECG200,0.85,90.76592,10.83951,30000,30000,20,30000
12,STC_Dilation,ECGFiveDays,0.99071,33.38618,20.74547,30000,30000,20,30000
13,STC_Dilation,ItalyPowerDemand,0.96016,26.18699,12.01441,30000,30000,20,30000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.58442,518.72163,39.09722,30000,30000,20,30000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.85223,1121.18809,90.61758,30000,30000,20,30000
16,STC_Dilation,MiddlePhalanxTW,0.58442,610.35462,40.54109,30000,30000,20,30000
17,STC_Dilation,OliveOil,0.9,128.42856,12.3556,30000,30000,20,30000
18,STC_Dilation,Plane,1.0,138.67281,15.85971,30000,30000,20,30000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.82927,520.77576,50.02351,30000,30000,20,30000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.89003,1121.42346,85.87582,30000,30000,20,30000
21,STC_Dilation,ProximalPhalanxTW,0.8,539.32018,48.29074,30000,30000,20,30000
22,STC_Dilation,SyntheticControl,0.97667,269.58553,36.72239,30000,30000,20,30000
23,STC_Dilation,TwoLeadECG,0.98859,24.99752,15.26014,30000,30000,20,30000
24,STC_Dilation,Wine,0.77778,107.95388,11.94202,30000,30000,20,30000
0,STC_Dilation,ArrowHead,0.81143,79.43292,15.87544,30000,30000,20,50000
1,STC_Dilation,Beef,0.83333,118.41575,9.95216,30000,30000,20,50000
2,STC_Dilation,BeetleFly,0.9,79.8163,6.20358,30000,30000,20,50000
3,STC_Dilation,BirdChicken,0.75,80.39004,6.15801,30000,30000,20,50000
4,STC_Dilation,Car,0.88333,265.6615,31.36455,30000,30000,20,50000
5,STC_Dilation,CBF,0.99111,41.03955,25.35616,30000,30000,20,50000
6,STC_Dilation,Coffee,1.0,61.96001,4.67256,30000,30000,20,50000
7,STC_Dilation,DiatomSizeReduction,0.93791,53.21044,14.53158,30000,30000,20,50000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.7482,499.91691,35.77145,30000,30000,20,50000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.76812,1074.54181,85.28614,30000,30000,20,50000
10,STC_Dilation,DistalPhalanxTW,0.68345,527.02816,36.15198,30000,30000,20,50000
11,STC_Dilation,ECG200,0.85,92.50539,11.42326,30000,30000,20,50000
12,STC_Dilation,ECGFiveDays,0.94425,32.30835,18.81745,30000,30000,20,50000
13,STC_Dilation,ItalyPowerDemand,0.95821,25.1578,10.74197,30000,30000,20,50000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.55844,515.74009,39.63871,30000,30000,20,50000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.86598,1110.65573,89.86382,30000,30000,20,50000
16,STC_Dilation,MiddlePhalanxTW,0.56494,605.36074,40.96735,30000,30000,20,50000
17,STC_Dilation,OliveOil,0.9,129.01436,12.20496,30000,30000,20,50000
18,STC_Dilation,Plane,1.0,140.57475,16.42079,30000,30000,20,50000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.83415,525.94966,50.67437,30000,30000,20,50000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.89347,1156.64189,93.80939,30000,30000,20,50000
21,STC_Dilation,ProximalPhalanxTW,0.8,538.08643,48.64788,30000,30000,20,50000
22,STC_Dilation,SyntheticControl,0.97,264.87872,35.81987,30000,30000,20,50000
23,STC_Dilation,TwoLeadECG,0.99122,24.95189,14.8911,30000,30000,20,50000
24,STC_Dilation,Wine,0.92593,108.61611,12.43926,30000,30000,20,50000
0,STC_Dilation,ArrowHead,0.79429,65.3426,9.70023,360,30000,40,
1,STC_Dilation,Beef,0.8,76.87167,3.69995,300,30000,40,
2,STC_Dilation,BeetleFly,0.75,54.31313,2.20563,200,30000,40,
3,STC_Dilation,BirdChicken,0.8,54.19185,2.18663,200,30000,40,
4,STC_Dilation,Car,0.86667,164.53116,10.56816,600,30000,40,
5,STC_Dilation,CBF,0.93778,34.33495,15.49655,300,30000,40,
6,STC_Dilation,Coffee,1.0,49.73828,3.00686,280,30000,40,
7,STC_Dilation,DiatomSizeReduction,0.9281,38.8848,6.58262,160,30000,40,
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.71942,339.00035,16.90796,1000,30000,40,
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.80072,745.03359,32.90245,1000,30000,40,
10,STC_Dilation,DistalPhalanxTW,0.66187,333.29594,15.80645,1000,30000,40,
11,STC_Dilation,ECG200,0.84,69.68199,6.88926,1000,30000,40,
12,STC_Dilation,ECGFiveDays,1.0,27.35646,12.9263,230,30000,40,
