,Classifier,Dataset,Accuracy,Fit-Time,Predict-Time,total_feature_count,n_shapelet_samples,max_shapelet_length,max_shapelets
4,STC_Dilation,Car,0.91667,94.45733,11.17255,10000,10000,100,20000
5,STC_Dilation,CBF,0.97,13.01537,9.79822,10000,10000,100,20000
6,STC_Dilation,Coffee,1.0,20.11157,1.73061,10000,10000,100,20000
7,STC_Dilation,DiatomSizeReduction,0.92484,18.28523,6.00554,10000,10000,100,20000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.71942,168.36273,16.1308,10000,10000,100,20000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.80072,375.35043,38.83386,10000,10000,100,20000
10,STC_Dilation,DistalPhalanxTW,0.67626,167.49183,15.31742,10000,10000,100,20000
11,STC_Dilation,ECG200,0.86,24.87909,4.04336,10000,10000,100,20000
12,STC_Dilation,ECGFiveDays,0.99652,10.0305,8.13953,10000,10000,100,20000
13,STC_Dilation,ItalyPowerDemand,0.96113,11.48477,10.18736,10000,10000,100,20000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.55844,167.71601,17.04265,10000,10000,100,20000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.84536,376.10021,39.81294,10000,10000,100,20000
16,STC_Dilation,MiddlePhalanxTW,0.55195,191.78849,17.28446,10000,10000,100,20000
17,STC_Dilation,OliveOil,0.9,38.53833,3.80135,10000,10000,100,20000
18,STC_Dilation,Plane,1.0,37.30468,5.00789,10000,10000,100,20000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.82927,164.43047,21.55354,10000,10000,100,20000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.8866,374.78459,39.53339,10000,10000,100,20000
21,STC_Dilation,ProximalPhalanxTW,0.79024,172.497,21.91493,10000,10000,100,20000
22,STC_Dilation,SyntheticControl,0.99667,94.18066,19.80862,10000,10000,100,20000
23,STC_Dilation,TwoLeadECG,0.99034,8.44569,7.30816,10000,10000,100,20000
24,STC_Dilation,Wine,0.74074,33.14598,4.51147,10000,10000,100,20000
0,STC_Dilation,ArrowHead,0.77143,25.20288,5.76883,10000,10000,100,30000
1,STC_Dilation,Beef,0.76667,38.94646,3.25707,10000,10000,100,30000
2,STC_Dilation,BeetleFly,0.85,28.85616,2.07068,10000,10000,100,30000
3,STC_Dilation,BirdChicken,0.9,28.19001,1.88852,10000,10000,100,30000
4,STC_Dilation,Car,0.91667,94.67501,10.94551,10000,10000,100,30000
5,STC_Dilation,CBF,0.96444,12.83401,9.29528,10000,10000,100,30000
6,STC_Dilation,Coffee,0.96429,19.18577,1.55007,10000,10000,100,30000
7,STC_Dilation,DiatomSizeReduction,0.92484,18.31936,5.78168,10000,10000,100,30000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.73381,163.07107,15.74773,10000,10000,100,30000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.7971,373.53654,38.85328,10000,10000,100,30000
10,STC_Dilation,DistalPhalanxTW,0.67626,169.15339,15.45382,10000,10000,100,30000
11,STC_Dilation,ECG200,0.86,25.08914,4.14599,10000,10000,100,30000
12,STC_Dilation,ECGFiveDays,0.99535,9.94525,8.40594,10000,10000,100,30000
13,STC_Dilation,ItalyPowerDemand,0.96696,10.83768,9.33985,10000,10000,100,30000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.55844,166.9907,17.3311,10000,10000,100,30000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.8488,367.04669,38.9165,10000,10000,100,30000
16,STC_Dilation,MiddlePhalanxTW,0.54545,190.6787,16.91853,10000,10000,100,30000
17,STC_Dilation,OliveOil,0.86667,38.63748,3.87345,10000,10000,100,30000
18,STC_Dilation,Plane,1.0,37.11914,5.08132,10000,10000,100,30000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.8439,161.77579,21.49513,10000,10000,100,30000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.89691,383.65107,41.92064,10000,10000,100,30000
21,STC_Dilation,ProximalPhalanxTW,0.79024,173.56672,21.68561,10000,10000,100,30000
22,STC_Dilation,SyntheticControl,0.99667,96.86412,20.76376,10000,10000,100,30000
23,STC_Dilation,TwoLeadECG,0.99385,8.5076,7.55359,10000,10000,100,30000
24,STC_Dilation,Wine,0.88889,33.61729,4.63987,10000,10000,100,30000
0,STC_Dilation,ArrowHead,0.72,25.91091,6.41587,10000,10000,100,50000
1,STC_Dilation,Beef,0.86667,38.48983,3.27173,10000,10000,100,50000
2,STC_Dilation,BeetleFly,0.9,28.50162,1.99078,10000,10000,100,50000
3,STC_Dilation,BirdChicken,0.9,28.1891,1.82476,10000,10000,100,50000
4,STC_Dilation,Car,0.9,94.59555,10.96366,10000,10000,100,50000
5,STC_Dilation,CBF,0.97889,12.61491,8.32216,10000,10000,100,50000
6,STC_Dilation,Coffee,0.96429,19.32837,1.60927,10000,10000,100,50000
7,STC_Dilation,DiatomSizeReduction,0.93137,18.40536,6.18579,10000,10000,100,50000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.73381,164.16163,15.10088,10000,10000,100,50000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.78986,379.87197,40.19945,10000,10000,100,50000
10,STC_Dilation,DistalPhalanxTW,0.68345,163.65961,14.56985,10000,10000,100,50000
11,STC_Dilation,ECG200,0.86,23.82852,3.79717,10000,10000,100,50000
12,STC_Dilation,ECGFiveDays,0.99652,9.66435,7.70281,10000,10000,100,50000
13,STC_Dilation,ItalyPowerDemand,0.96793,11.14744,9.64578,10000,10000,100,50000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.57143,169.69043,17.35021,10000,10000,100,50000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.84536,373.41327,38.3403,10000,10000,100,50000
16,STC_Dilation,MiddlePhalanxTW,0.54545,196.25801,17.99571,10000,10000,100,50000
17,STC_Dilation,OliveOil,0.9,38.06383,3.6299,10000,10000,100,50000
18,STC_Dilation,Plane,1.0,36.63088,4.85979,10000,10000,100,50000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.83415,163.39176,21.60222,10000,10000,100,50000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.88316,378.89333,40.4338,10000,10000,100,50000
21,STC_Dilation,ProximalPhalanxTW,0.79024,175.41135,21.92016,10000,10000,100,50000
22,STC_Dilation,SyntheticControl,0.99667,94.76639,20.20591,10000,10000,100,50000
23,STC_Dilation,TwoLeadECG,0.98946,8.38424,7.60024,10000,10000,100,50000
24,STC_Dilation,Wine,0.98148,33.4121,4.70242,10000,10000,100,50000
0,STC_Dilation,ArrowHead,0.73143,23.86914,4.60403,360,10000,200,
1,STC_Dilation,Beef,0.86667,37.77563,2.2189,300,10000,200,
2,STC_Dilation,BeetleFly,0.9,32.35103,1.36466,200,10000,200,
3,STC_Dilation,BirdChicken,0.9,31.36113,1.42838,200,10000,200,
4,STC_Dilation,Car,0.88333,97.27946,6.99314,600,10000,200,
5,STC_Dilation,CBF,0.95556,12.77368,9.34338,300,10000,200,
6,STC_Dilation,Coffee,1.0,15.99664,0.99534,280,10000,200,
7,STC_Dilation,DiatomSizeReduction,0.91503,15.84621,3.64058,160,10000,200,
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.73381,156.22339,14.48217,1000,10000,200,
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.81522,373.57731,38.62267,1000,10000,200,
10,STC_Dilation,DistalPhalanxTW,0.66906,151.19599,12.70346,1000,10000,200,
11,STC_Dilation,ECG200,0.86,23.78484,3.77805,1000,10000,200,
12,STC_Dilation,ECGFiveDays,0.99419,9.49665,6.79286,230,10000,200,
13,STC_Dilation,ItalyPowerDemand,0.95724,11.40184,9.68482,670,10000,200,
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.57143,161.73517,15.89477,1000,10000,200,
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.85567,352.98924,36.25196,1000,10000,200,
16,STC_Dilation,MiddlePhalanxTW,0.55844,176.69577,15.16794,1000,10000,200,
17,STC_Dilation,OliveOil,0.9,35.33656,2.28637,300,10000,200,
18,STC_Dilation,Plane,1.0,35.91946,5.28268,1000,10000,200,
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.83415,165.71478,22.32874,1000,10000,200,
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.89347,360.7315,37.51889,1000,10000,200,
21,STC_Dilation,ProximalPhalanxTW,0.79512,154.427,18.05351,1000,10000,200,
22,STC_Dilation,SyntheticControl,0.99667,93.40927,19.4188,1000,10000,200,
23,STC_Dilation,TwoLeadECG,0.99034,8.644,7.66847,230,10000,200,
24,STC_Dilation,Wine,0.85185,25.07368,3.23373,570,10000,200,
0,STC_Dilation,ArrowHead,0.78286,23.42863,4.37629,10000,10000,200,10000
1,STC_Dilation,Beef,0.83333,38.69412,2.40716,10000,10000,200,10000
2,STC_Dilation,BeetleFly,0.75,32.83566,1.41051,10000,10000,200,10000
3,STC_Dilation,BirdChicken,0.9,30.74329,1.22841,10000,10000,200,10000
4,STC_Dilation,Car,0.9,97.22857,7.11801,10000,10000,200,10000
5,STC_Dilation,CBF,0.97889,12.84048,9.57105,10000,10000,200,10000
6,STC_Dilation,Coffee,0.96429,16.06424,0.99737,10000,10000,200,10000
7,STC_Dilation,DiatomSizeReduction,0.94118,15.95772,3.91271,10000,10000,200,10000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.72662,165.30562,15.65142,10000,10000,200,10000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.79348,385.80256,41.56837,10000,10000,200,10000
10,STC_Dilation,DistalPhalanxTW,0.69784,169.82396,15.53782,10000,10000,200,10000
11,STC_Dilation,ECG200,0.87,23.34372,3.78029,10000,10000,200,10000
12,STC_Dilation,ECGFiveDays,0.99535,9.86712,7.4285,10000,10000,200,10000
13,STC_Dilation,ItalyPowerDemand,0.9621,10.94533,9.28502,10000,10000,200,10000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.57143,166.58729,16.88261,10000,10000,200,10000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.84536,370.5217,39.73029,10000,10000,200,10000
16,STC_Dilation,MiddlePhalanxTW,0.56494,191.47732,17.17693,10000,10000,200,10000
17,STC_Dilation,OliveOil,0.93333,36.86945,2.63306,10000,10000,200,10000
18,STC_Dilation,Plane,1.0,35.33654,5.12092,10000,10000,200,10000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.83902,163.82795,22.27315,10000,10000,200,10000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.8866,381.21633,41.12439,10000,10000,200,10000
21,STC_Dilation,ProximalPhalanxTW,0.8,173.32481,21.48525,10000,10000,200,10000
22,STC_Dilation,SyntheticControl,0.99667,95.28341,20.60053,10000,10000,200,10000
23,STC_Dilation,TwoLeadECG,0.99034,8.72938,7.98267,10000,10000,200,10000
24,STC_Dilation,Wine,0.92593,25.78779,3.39622,10000,10000,200,10000
0,STC_Dilation,ArrowHead,0.79429,23.66398,4.52896,10000,10000,200,20000
1,STC_Dilation,Beef,0.8,38.83582,2.28605,10000,10000,200,20000
2,STC_Dilation,BeetleFly,0.75,32.72574,1.47735,10000,10000,200,20000
3,STC_Dilation,BirdChicken,0.8,31.18666,1.27274,10000,10000,200,20000
4,STC_Dilation,Car,0.88333,97.50311,7.38799,10000,10000,200,20000
5,STC_Dilation,CBF,0.95667,12.17973,8.24429,10000,10000,200,20000
6,STC_Dilation,Coffee,0.96429,16.13761,1.02431,10000,10000,200,20000
7,STC_Dilation,DiatomSizeReduction,0.94118,16.2605,4.14716,10000,10000,200,20000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.7554,161.75479,15.44251,10000,10000,200,20000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.78986,374.06796,39.61185,10000,10000,200,20000
10,STC_Dilation,DistalPhalanxTW,0.66187,171.01104,15.52977,10000,10000,200,20000
11,STC_Dilation,ECG200,0.85,23.6206,3.66256,10000,10000,200,20000
12,STC_Dilation,ECGFiveDays,0.99535,9.75977,7.76862,10000,10000,200,20000
13,STC_Dilation,ItalyPowerDemand,0.95918,11.05306,10.06401,10000,10000,200,20000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.55195,166.57141,17.29605,10000,10000,200,20000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.8488,377.95471,40.41774,10000,10000,200,20000
16,STC_Dilation,MiddlePhalanxTW,0.55844,192.66126,17.56894,10000,10000,200,20000
17,STC_Dilation,OliveOil,0.93333,35.49624,2.26821,10000,10000,200,20000
18,STC_Dilation,Plane,1.0,34.82903,4.94479,10000,10000,200,20000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.82927,165.39413,23.04738,10000,10000,200,20000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.89003,371.06893,39.76354,10000,10000,200,20000
21,STC_Dilation,ProximalPhalanxTW,0.78049,173.69228,22.13357,10000,10000,200,20000
22,STC_Dilation,SyntheticControl,0.99667,94.92623,20.03946,10000,10000,200,20000
23,STC_Dilation,TwoLeadECG,0.99034,8.25155,6.95794,10000,10000,200,20000
24,STC_Dilation,Wine,0.87037,24.83728,3.17773,10000,10000,200,20000
0,STC_Dilation,ArrowHead,0.78286,23.7846,4.63432,10000,10000,200,30000
1,STC_Dilation,Beef,0.8,38.20633,2.40462,10000,10000,200,30000
2,STC_Dilation,BeetleFly,0.9,32.77094,1.40333,10000,10000,200,30000
3,STC_Dilation,BirdChicken,0.8,31.21709,1.27611,10000,10000,200,30000
4,STC_Dilation,Car,0.86667,98.26082,7.24998,10000,10000,200,30000
5,STC_Dilation,CBF,0.97222,12.4253,8.62715,10000,10000,200,30000
6,STC_Dilation,Coffee,1.0,15.63299,0.88127,10000,10000,200,30000
7,STC_Dilation,DiatomSizeReduction,0.9281,16.45336,3.62232,10000,10000,200,30000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.72662,164.37762,15.76842,10000,10000,200,30000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.80072,370.68786,38.31966,10000,10000,200,30000
10,STC_Dilation,DistalPhalanxTW,0.67626,169.67939,15.73207,10000,10000,200,30000
11,STC_Dilation,ECG200,0.87,23.80575,3.86263,10000,10000,200,30000
12,STC_Dilation,ECGFiveDays,0.99535,9.83205,7.6018,10000,10000,200,30000
13,STC_Dilation,ItalyPowerDemand,0.96307,11.24544,9.7506,10000,10000,200,30000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.55195,165.44297,17.10148,10000,10000,200,30000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.83505,381.39909,40.63522,10000,10000,200,30000
16,STC_Dilation,MiddlePhalanxTW,0.58442,190.87428,16.77489,10000,10000,200,30000
17,STC_Dilation,OliveOil,0.86667,35.68042,2.33945,10000,10000,200,30000
18,STC_Dilation,Plane,0.99048,35.74737,5.25606,10000,10000,200,30000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.83902,162.78737,21.80571,10000,10000,200,30000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.8866,379.02482,40.99986,10000,10000,200,30000
21,STC_Dilation,ProximalPhalanxTW,0.8,175.67877,21.86963,10000,10000,200,30000
22,STC_Dilation,SyntheticControl,0.99333,94.87942,19.69002,10000,10000,200,30000
23,STC_Dilation,TwoLeadECG,0.98683,8.77017,8.01776,10000,10000,200,30000
24,STC_Dilation,Wine,0.88889,24.87635,3.12876,10000,10000,200,30000
0,STC_Dilation,ArrowHead,0.68571,23.33659,4.20936,10000,10000,200,50000
1,STC_Dilation,Beef,0.76667,39.35651,2.50425,10000,10000,200,50000
2,STC_Dilation,BeetleFly,0.9,32.4633,1.35035,10000,10000,200,50000
3,STC_Dilation,BirdChicken,0.9,31.29345,1.31582,10000,10000,200,50000
4,STC_Dilation,Car,0.9,97.71233,7.45835,10000,10000,200,50000
5,STC_Dilation,CBF,0.96222,12.46137,8.72625,10000,10000,200,50000
6,STC_Dilation,Coffee,1.0,16.28124,1.03927,10000,10000,200,50000
7,STC_Dilation,DiatomSizeReduction,0.91176,16.00052,4.26654,10000,10000,200,50000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.73381,160.93488,15.44688,10000,10000,200,50000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.7971,388.78296,41.99291,10000,10000,200,50000
10,STC_Dilation,DistalPhalanxTW,0.70504,168.37288,15.33476,10000,10000,200,50000
11,STC_Dilation,ECG200,0.88,23.22376,3.7358,10000,10000,200,50000
12,STC_Dilation,ECGFiveDays,0.99419,10.13667,8.30951,10000,10000,200,50000
13,STC_Dilation,ItalyPowerDemand,0.96696,11.24941,9.75157,10000,10000,200,50000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.57143,168.06041,16.70372,10000,10000,200,50000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.8488,372.22896,38.83538,10000,10000,200,50000
16,STC_Dilation,MiddlePhalanxTW,0.54545,191.53804,17.24919,10000,10000,200,50000
17,STC_Dilation,OliveOil,0.9,36.61902,2.54989,10000,10000,200,50000
18,STC_Dilation,Plane,1.0,35.06966,5.22074,10000,10000,200,50000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.83415,167.17794,22.35144,10000,10000,200,50000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.8866,382.20972,40.58287,10000,10000,200,50000
21,STC_Dilation,ProximalPhalanxTW,0.78049,173.32519,21.97268,10000,10000,200,50000
22,STC_Dilation,SyntheticControl,0.99667,93.65238,19.88793,10000,10000,200,50000
23,STC_Dilation,TwoLeadECG,0.99034,8.56675,7.49641,10000,10000,200,50000
24,STC_Dilation,Wine,0.96296,25.72215,3.39927,10000,10000,200,50000
0,STC_Dilation,ArrowHead,0.77143,41.22561,4.64022,360,20000,,
1,STC_Dilation,Beef,0.9,68.19047,1.68029,300,20000,,
2,STC_Dilation,BeetleFly,0.9,75.9433,1.05691,200,20000,,
3,STC_Dilation,BirdChicken,0.9,69.18272,1.0474,200,20000,,
4,STC_Dilation,Car,0.86667,152.35452,4.13302,600,20000,,
5,STC_Dilation,CBF,0.95889,23.09464,9.29704,300,20000,,
6,STC_Dilation,Coffee,1.0,29.27495,0.96505,280,20000,,
7,STC_Dilation,DiatomSizeReduction,0.94771,30.48987,4.25112,160,20000,,
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.72662,238.27084,15.52532,1000,20000,,
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.78623,556.3129,37.75855,1000,20000,,
10,STC_Dilation,DistalPhalanxTW,0.71223,228.0207,13.52638,1000,20000,,
11,STC_Dilation,ECG200,0.88,38.21307,3.94253,1000,20000,,
12,STC_Dilation,ECGFiveDays,0.99652,17.60543,7.69031,230,20000,,
13,STC_Dilation,ItalyPowerDemand,0.95918,17.92222,10.1134,670,20000,,
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.58442,238.86699,16.61283,1000,20000,,
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.86942,523.95922,33.09876,1000,20000,,
16,STC_Dilation,MiddlePhalanxTW,0.55195,264.72385,17.25196,1000,20000,,
17,STC_Dilation,OliveOil,0.76667,49.49749,1.47924,300,20000,,
18,STC_Dilation,Plane,1.0,57.9189,4.95728,1000,20000,,
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.82439,251.70546,23.54466,1000,20000,,
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.88316,528.85428,33.60044,1000,20000,,
21,STC_Dilation,ProximalPhalanxTW,0.79024,230.18584,18.80267,1000,20000,,
22,STC_Dilation,SyntheticControl,0.99667,142.50551,20.08746,1000,20000,,
23,STC_Dilation,TwoLeadECG,0.98332,14.43796,7.35851,230,20000,,
24,STC_Dilation,Wine,0.7963,40.85883,3.49509,570,20000,,
0,STC_Dilation,ArrowHead,0.77143,41.44447,4.3727,10000,20000,,10000
1,STC_Dilation,Beef,0.76667,67.71153,1.72482,10000,20000,,10000
2,STC_Dilation,BeetleFly,0.8,76.37278,1.04346,10000,20000,,10000
3,STC_Dilation,BirdChicken,0.9,69.3452,1.1241,10000,20000,,10000
4,STC_Dilation,Car,0.86667,150.86523,4.39704,10000,20000,,10000
5,STC_Dilation,CBF,0.95333,23.10891,10.14457,10000,20000,,10000
6,STC_Dilation,Coffee,1.0,27.94555,0.82992,10000,20000,,10000
7,STC_Dilation,DiatomSizeReduction,0.9281,30.51672,4.3665,10000,20000,,10000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.73381,243.94219,16.22888,10000,20000,,10000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.80072,578.83723,41.16647,10000,20000,,10000
10,STC_Dilation,DistalPhalanxTW,0.67626,252.16104,16.36278,10000,20000,,10000
11,STC_Dilation,ECG200,0.88,39.64088,4.2466,10000,20000,,10000
12,STC_Dilation,ECGFiveDays,0.99535,17.46316,8.10817,10000,20000,,10000
13,STC_Dilation,ItalyPowerDemand,0.95918,17.73669,10.12555,10000,20000,,10000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.57792,247.67019,17.56964,10000,20000,,10000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.85223,569.89216,40.67197,10000,20000,,10000
16,STC_Dilation,MiddlePhalanxTW,0.58442,277.02208,18.97848,10000,20000,,10000
17,STC_Dilation,OliveOil,0.86667,48.79232,1.36868,10000,20000,,10000
18,STC_Dilation,Plane,1.0,60.17614,5.38238,10000,20000,,10000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.83415,246.82659,23.17721,10000,20000,,10000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.88316,560.0294,40.28461,10000,20000,,10000
21,STC_Dilation,ProximalPhalanxTW,0.79512,258.90249,23.60718,10000,20000,,10000
22,STC_Dilation,SyntheticControl,0.99667,142.72759,20.06311,10000,20000,,10000
23,STC_Dilation,TwoLeadECG,0.99034,14.65718,7.5553,10000,20000,,10000
24,STC_Dilation,Wine,0.87037,40.42457,3.32833,10000,20000,,10000
0,STC_Dilation,ArrowHead,0.78857,41.54441,4.53483,20000,20000,,20000
1,STC_Dilation,Beef,0.9,69.10715,1.73363,20000,20000,,20000
2,STC_Dilation,BeetleFly,0.75,76.46918,0.97952,20000,20000,,20000
3,STC_Dilation,BirdChicken,0.8,69.37324,1.20551,20000,20000,,20000
4,STC_Dilation,Car,0.9,152.84725,4.49109,20000,20000,,20000
5,STC_Dilation,CBF,0.96778,22.86924,9.20669,20000,20000,,20000
6,STC_Dilation,Coffee,0.96429,28.19005,0.85741,20000,20000,,20000
7,STC_Dilation,DiatomSizeReduction,0.9281,29.94018,4.35288,20000,20000,,20000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.72662,246.58169,16.42823,20000,20000,,20000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.80072,561.66213,37.76889,20000,20000,,20000
10,STC_Dilation,DistalPhalanxTW,0.68345,251.60904,16.56737,20000,20000,,20000
11,STC_Dilation,ECG200,0.86,39.0746,4.15121,20000,20000,,20000
12,STC_Dilation,ECGFiveDays,0.99652,17.67379,8.08236,20000,20000,,20000
13,STC_Dilation,ItalyPowerDemand,0.96113,18.00401,9.93673,20000,20000,,20000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.58442,255.36876,18.81037,20000,20000,,20000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.8488,579.02117,40.63373,20000,20000,,20000
16,STC_Dilation,MiddlePhalanxTW,0.55844,271.32783,17.94119,20000,20000,,20000
17,STC_Dilation,OliveOil,0.8,50.63165,1.53391,20000,20000,,20000
18,STC_Dilation,Plane,1.0,59.04993,5.09467,20000,20000,,20000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.83415,246.939,23.235,20000,20000,,20000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.88316,554.08552,38.71285,20000,20000,,20000
21,STC_Dilation,ProximalPhalanxTW,0.8,256.38809,23.25098,20000,20000,,20000
22,STC_Dilation,SyntheticControl,0.99667,143.62356,20.84255,20000,20000,,20000
23,STC_Dilation,TwoLeadECG,0.99122,14.75256,7.59487,20000,20000,,20000
24,STC_Dilation,Wine,0.87037,41.02156,3.66036,20000,20000,,20000
0,STC_Dilation,ArrowHead,0.81714,40.75709,4.0978,20000,20000,,30000
1,STC_Dilation,Beef,0.83333,68.91534,1.7583,20000,20000,,30000
2,STC_Dilation,BeetleFly,0.75,76.72499,1.14141,20000,20000,,30000
3,STC_Dilation,BirdChicken,0.9,69.36007,1.16386,20000,20000,,30000
4,STC_Dilation,Car,0.81667,153.10918,4.21507,20000,20000,,30000
5,STC_Dilation,CBF,0.96667,22.88043,9.21713,20000,20000,,30000
6,STC_Dilation,Coffee,0.96429,27.85617,0.8492,20000,20000,,30000
7,STC_Dilation,DiatomSizeReduction,0.92484,29.85767,4.27593,20000,20000,,30000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.7554,247.23834,16.7355,20000,20000,,30000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.80435,572.02599,39.29431,20000,20000,,30000
10,STC_Dilation,DistalPhalanxTW,0.68345,248.10336,16.21468,20000,20000,,30000
11,STC_Dilation,ECG200,0.85,39.36314,4.11537,20000,20000,,30000
12,STC_Dilation,ECGFiveDays,0.99419,17.24865,7.48624,20000,20000,,30000
13,STC_Dilation,ItalyPowerDemand,0.95432,17.90348,10.34773,20000,20000,,30000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.57792,247.91659,17.84147,20000,20000,,30000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.85223,569.56514,41.18766,20000,20000,,30000
16,STC_Dilation,MiddlePhalanxTW,0.54545,278.52747,19.09077,20000,20000,,30000
17,STC_Dilation,OliveOil,0.83333,47.85936,1.42719,20000,20000,,30000
18,STC_Dilation,Plane,1.0,58.69043,5.22222,20000,20000,,30000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.83415,245.68674,23.0755,20000,20000,,30000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.8866,567.65493,41.05418,20000,20000,,30000
21,STC_Dilation,ProximalPhalanxTW,0.79024,258.29755,23.11932,20000,20000,,30000
22,STC_Dilation,SyntheticControl,0.99333,144.85564,21.23398,20000,20000,,30000
23,STC_Dilation,TwoLeadECG,0.99122,15.09011,8.48377,20000,20000,,30000
24,STC_Dilation,Wine,0.85185,41.30517,3.55883,20000,20000,,30000
0,STC_Dilation,ArrowHead,0.71429,42.3092,4.90499,20000,20000,,50000
1,STC_Dilation,Beef,0.83333,69.7136,1.72871,20000,20000,,50000
2,STC_Dilation,BeetleFly,0.85,77.12481,1.05057,20000,20000,,50000
3,STC_Dilation,BirdChicken,0.85,69.26025,1.13688,20000,20000,,50000
4,STC_Dilation,Car,0.86667,150.99093,4.3233,20000,20000,,50000
5,STC_Dilation,CBF,0.95889,22.50011,8.89722,20000,20000,,50000
6,STC_Dilation,Coffee,1.0,27.71796,0.8641,20000,20000,,50000
7,STC_Dilation,DiatomSizeReduction,0.95098,30.09061,4.48543,20000,20000,,50000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.71223,239.45398,15.90292,20000,20000,,50000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.80435,577.05289,40.94966,20000,20000,,50000
10,STC_Dilation,DistalPhalanxTW,0.69784,254.32922,16.83165,20000,20000,,50000
11,STC_Dilation,ECG200,0.85,38.78952,4.16791,20000,20000,,50000
12,STC_Dilation,ECGFiveDays,0.99652,17.39544,7.81379,20000,20000,,50000
