,Classifier,Dataset,Accuracy,Fit-Time,Predict-Time,total_feature_count,n_intervals_prop,interval_length_prop,interval_lengths,num_of_random_dilations,n_estimators
21,TSF_Dilation,ProximalPhalanxTW,0.80488,18.80217,3.33279,28800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",6,200
22,TSF_Dilation,SyntheticControl,0.86333,10.95647,3.18195,25200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",6,200
23,TSF_Dilation,TwoLeadECG,0.50395,3.68901,7.60081,32400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",6,200
24,TSF_Dilation,Wine,0.48148,9.00535,6.55066,54000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",6,200
0,TSF_Dilation,ArrowHead,0.50286,12.14396,8.20279,63000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
1,TSF_Dilation,Beef,0.2,16.79251,8.54663,88200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
2,TSF_Dilation,BeetleFly,0.5,15.1725,8.04907,92400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
3,TSF_Dilation,BirdChicken,0.85,14.67645,8.76939,92400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
4,TSF_Dilation,Car,0.23333,23.76438,10.34167,100800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
5,TSF_Dilation,CBF,0.35222,5.6204,10.33316,46200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
6,TSF_Dilation,Coffee,0.92857,9.57517,5.92358,67200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
7,TSF_Dilation,DiatomSizeReduction,0.89542,12.12393,13.52172,75600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
8,TSF_Dilation,DistalPhalanxOutlineAgeGroup,0.73381,17.55465,3.77946,33600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
9,TSF_Dilation,DistalPhalanxOutlineCorrect,0.41667,31.63261,4.48699,33600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
10,TSF_Dilation,DistalPhalanxTW,0.69784,20.92324,3.67038,33600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
11,TSF_Dilation,ECG200,0.83,8.1818,3.88174,37800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
12,TSF_Dilation,ECGFiveDays,0.97561,7.0395,12.94976,46200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
13,TSF_Dilation,ItalyPowerDemand,0.95918,2.30142,3.54466,16800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
14,TSF_Dilation,MiddlePhalanxOutlineAgeGroup,0.24026,18.88507,3.75417,33600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
15,TSF_Dilation,MiddlePhalanxOutlineCorrect,0.68385,33.38903,4.48395,33600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
16,TSF_Dilation,MiddlePhalanxTW,0.43506,27.32299,3.87943,33600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
17,TSF_Dilation,OliveOil,0.4,16.88656,9.50391,96600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
18,TSF_Dilation,Plane,0.99048,10.93377,6.16428,50400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
19,TSF_Dilation,ProximalPhalanxOutlineAgeGroup,0.8439,18.85719,4.05214,33600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
20,TSF_Dilation,ProximalPhalanxOutlineCorrect,0.31615,31.43657,4.55101,33600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
21,TSF_Dilation,ProximalPhalanxTW,0.77073,20.60623,4.08024,33600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
22,TSF_Dilation,SyntheticControl,0.87,13.04885,3.80188,29400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
23,TSF_Dilation,TwoLeadECG,0.50307,4.18947,8.26667,37800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
24,TSF_Dilation,Wine,0.5,11.07838,6.69017,63000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",7,200
0,TSF_Dilation,ArrowHead,0.56,10.59263,10.34058,72000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
1,TSF_Dilation,Beef,0.2,16.66805,9.4778,100800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
2,TSF_Dilation,BeetleFly,0.5,17.61069,9.88846,105600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
3,TSF_Dilation,BirdChicken,0.5,21.08421,9.32395,105600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
4,TSF_Dilation,Car,0.23333,32.46966,12.22525,115200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
5,TSF_Dilation,CBF,0.57333,8.76094,12.02969,52800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
6,TSF_Dilation,Coffee,0.96429,9.71827,7.15495,76800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
7,TSF_Dilation,DiatomSizeReduction,0.91176,11.2993,14.28541,86400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
8,TSF_Dilation,DistalPhalanxOutlineAgeGroup,0.73381,21.34692,4.14928,38400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
9,TSF_Dilation,DistalPhalanxOutlineCorrect,0.41667,33.93096,5.01519,38400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
10,TSF_Dilation,DistalPhalanxTW,0.67626,25.32357,4.48573,38400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
11,TSF_Dilation,ECG200,0.83,7.76462,5.55839,43200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
12,TSF_Dilation,ECGFiveDays,0.9698,6.26766,11.92902,52800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
13,TSF_Dilation,ItalyPowerDemand,0.94655,2.51595,3.30254,19200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
14,TSF_Dilation,MiddlePhalanxOutlineAgeGroup,0.31818,23.50766,4.22305,38400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
15,TSF_Dilation,MiddlePhalanxOutlineCorrect,0.42955,35.86149,5.11666,38400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
16,TSF_Dilation,MiddlePhalanxTW,0.33117,30.8091,4.26704,38400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
17,TSF_Dilation,OliveOil,0.73333,18.35976,10.69629,110400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
18,TSF_Dilation,Plane,0.99048,12.08893,6.22728,57600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
19,TSF_Dilation,ProximalPhalanxOutlineAgeGroup,0.86829,22.87164,4.4054,38400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
20,TSF_Dilation,ProximalPhalanxOutlineCorrect,0.38488,34.4164,5.25116,38400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
21,TSF_Dilation,ProximalPhalanxTW,0.77561,23.78229,4.3975,38400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
22,TSF_Dilation,SyntheticControl,0.87667,17.82713,4.99435,33600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
23,TSF_Dilation,TwoLeadECG,0.50044,6.34533,11.96314,43200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
24,TSF_Dilation,Wine,0.5,16.45767,6.91039,72000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",8,200
0,TSF_Dilation,ArrowHead,0.50857,12.25804,10.68226,81000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
1,TSF_Dilation,Beef,0.2,18.19043,10.46944,113400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
2,TSF_Dilation,BeetleFly,0.5,18.17899,10.47884,118800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
3,TSF_Dilation,BirdChicken,0.5,16.17999,10.52228,118800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
4,TSF_Dilation,Car,0.23333,32.89139,13.38515,129600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
5,TSF_Dilation,CBF,0.38444,8.49886,14.98725,59400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
6,TSF_Dilation,Coffee,1.0,12.3545,8.61926,86400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
7,TSF_Dilation,DiatomSizeReduction,0.92484,14.66569,17.60103,97200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
8,TSF_Dilation,DistalPhalanxOutlineAgeGroup,0.74101,21.53272,4.56481,43200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
9,TSF_Dilation,DistalPhalanxOutlineCorrect,0.41667,44.10828,5.87735,43200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
10,TSF_Dilation,DistalPhalanxTW,0.66906,26.59125,4.59863,43200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
11,TSF_Dilation,ECG200,0.83,11.00937,5.05296,48600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
12,TSF_Dilation,ECGFiveDays,0.97096,7.98674,13.09861,59400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
13,TSF_Dilation,ItalyPowerDemand,0.93586,3.22397,3.65559,21600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
14,TSF_Dilation,MiddlePhalanxOutlineAgeGroup,0.19481,23.70781,4.71502,43200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
15,TSF_Dilation,MiddlePhalanxOutlineCorrect,0.42955,39.61876,5.81506,43200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
16,TSF_Dilation,MiddlePhalanxTW,0.44805,33.92404,4.68244,43200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
17,TSF_Dilation,OliveOil,0.4,21.74096,11.7883,124200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
18,TSF_Dilation,Plane,1.0,18.14119,7.02692,64800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
19,TSF_Dilation,ProximalPhalanxOutlineAgeGroup,0.82439,25.59494,5.36884,43200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
20,TSF_Dilation,ProximalPhalanxOutlineCorrect,0.37457,41.80472,5.99065,43200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
21,TSF_Dilation,ProximalPhalanxTW,0.79512,27.13426,4.97137,43200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
22,TSF_Dilation,SyntheticControl,0.84667,15.98671,4.60462,37800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
23,TSF_Dilation,TwoLeadECG,0.50044,7.35814,13.76195,48600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
24,TSF_Dilation,Wine,0.5,14.17925,7.88883,81000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",9,200
0,TSF_Dilation,ArrowHead,0.45714,12.57995,11.67453,90000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
1,TSF_Dilation,Beef,0.2,27.69497,12.3803,126000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
2,TSF_Dilation,BeetleFly,0.5,21.48717,11.4497,132000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
3,TSF_Dilation,BirdChicken,0.6,18.51418,11.62777,132000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
4,TSF_Dilation,Car,0.23333,39.05602,15.44241,144000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
5,TSF_Dilation,CBF,0.54556,8.12084,14.50877,66000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
6,TSF_Dilation,Coffee,0.92857,13.53722,8.53899,96000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
7,TSF_Dilation,DiatomSizeReduction,0.86275,19.12712,17.56321,108000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
8,TSF_Dilation,DistalPhalanxOutlineAgeGroup,0.73381,24.62431,5.03524,48000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
9,TSF_Dilation,DistalPhalanxOutlineCorrect,0.41667,43.84082,6.20906,48000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
10,TSF_Dilation,DistalPhalanxTW,0.69065,28.8487,5.0326,48000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
11,TSF_Dilation,ECG200,0.82,10.81715,6.8413,54000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
12,TSF_Dilation,ECGFiveDays,0.97677,7.93579,14.926,66000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
13,TSF_Dilation,ItalyPowerDemand,0.94266,3.23754,4.07185,24000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
14,TSF_Dilation,MiddlePhalanxOutlineAgeGroup,0.36364,30.05947,5.43314,48000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
15,TSF_Dilation,MiddlePhalanxOutlineCorrect,0.42955,45.92267,6.27342,48000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
16,TSF_Dilation,MiddlePhalanxTW,0.30519,41.01285,5.59649,48000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
17,TSF_Dilation,OliveOil,0.4,24.80529,13.01945,138000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
18,TSF_Dilation,Plane,0.99048,15.62182,8.01836,72000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
19,TSF_Dilation,ProximalPhalanxOutlineAgeGroup,0.85366,29.80471,5.59394,48000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
20,TSF_Dilation,ProximalPhalanxOutlineCorrect,0.31615,40.9999,6.41719,48000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
21,TSF_Dilation,ProximalPhalanxTW,0.78049,29.90692,5.43428,48000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
22,TSF_Dilation,SyntheticControl,0.84333,18.25135,5.33888,42000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
23,TSF_Dilation,TwoLeadECG,0.50658,5.84024,12.13733,54000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
24,TSF_Dilation,Wine,0.5,14.63648,9.43115,90000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",10,200
0,TSF_Dilation,ArrowHead,0.48571,15.18659,13.32334,99000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
1,TSF_Dilation,Beef,0.2,29.71442,13.79743,138600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
2,TSF_Dilation,BeetleFly,0.5,23.55187,12.42995,145200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
3,TSF_Dilation,BirdChicken,0.85,20.36,12.91805,145200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
4,TSF_Dilation,Car,0.23333,40.00392,16.13746,158400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
5,TSF_Dilation,CBF,0.35556,12.03488,15.77246,72600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
6,TSF_Dilation,Coffee,0.92857,13.92489,9.97995,105600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
7,TSF_Dilation,DiatomSizeReduction,0.88235,14.57047,19.84287,118800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
8,TSF_Dilation,DistalPhalanxOutlineAgeGroup,0.72662,26.43403,5.6979,52800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
9,TSF_Dilation,DistalPhalanxOutlineCorrect,0.41667,46.28742,6.84261,52800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
10,TSF_Dilation,DistalPhalanxTW,0.67626,32.20954,5.57991,52800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
11,TSF_Dilation,ECG200,0.82,11.11031,9.40587,59400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
12,TSF_Dilation,ECGFiveDays,0.96864,8.59059,17.59545,72600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
13,TSF_Dilation,ItalyPowerDemand,0.91642,3.43513,4.38419,26400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
14,TSF_Dilation,MiddlePhalanxOutlineAgeGroup,0.28571,31.56937,5.77112,52800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
15,TSF_Dilation,MiddlePhalanxOutlineCorrect,0.42955,49.81978,7.32039,52800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
16,TSF_Dilation,MiddlePhalanxTW,0.36364,49.72958,5.8881,52800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
17,TSF_Dilation,OliveOil,0.4,32.13287,15.03833,151800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
18,TSF_Dilation,Plane,0.99048,17.38962,8.4526,79200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
19,TSF_Dilation,ProximalPhalanxOutlineAgeGroup,0.85854,33.3908,6.50392,52800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
20,TSF_Dilation,ProximalPhalanxOutlineCorrect,0.31615,44.61779,6.67709,52800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
21,TSF_Dilation,ProximalPhalanxTW,0.72195,31.62898,6.22129,52800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
22,TSF_Dilation,SyntheticControl,0.85,19.87693,5.36189,46200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
23,TSF_Dilation,TwoLeadECG,0.50044,6.80924,13.26018,59400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
24,TSF_Dilation,Wine,0.5,18.59125,9.64135,99000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",11,200
0,TSF_Dilation,ArrowHead,0.58286,14.77891,14.11861,108000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
1,TSF_Dilation,Beef,0.2,27.62875,14.5135,151200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
2,TSF_Dilation,BeetleFly,0.5,21.52023,13.55601,158400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
3,TSF_Dilation,BirdChicken,0.5,25.00264,14.64783,158400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
4,TSF_Dilation,Car,0.23333,42.20922,18.51472,172800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
5,TSF_Dilation,CBF,0.53111,9.60175,18.46287,79200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
6,TSF_Dilation,Coffee,0.92857,15.18558,11.4441,115200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
7,TSF_Dilation,DiatomSizeReduction,0.87582,17.09241,21.20687,129600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
8,TSF_Dilation,DistalPhalanxOutlineAgeGroup,0.72662,30.56704,6.35045,57600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
9,TSF_Dilation,DistalPhalanxOutlineCorrect,0.41667,53.24466,7.77534,57600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
10,TSF_Dilation,DistalPhalanxTW,0.67626,34.5307,6.21543,57600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
11,TSF_Dilation,ECG200,0.75,12.78271,8.62474,64800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
12,TSF_Dilation,ECGFiveDays,0.96632,8.70578,19.60981,79200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
13,TSF_Dilation,ItalyPowerDemand,0.94169,4.97598,6.04534,28800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
14,TSF_Dilation,MiddlePhalanxOutlineAgeGroup,0.35714,31.35421,6.39317,57600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
15,TSF_Dilation,MiddlePhalanxOutlineCorrect,0.42955,52.70406,7.80722,57600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
16,TSF_Dilation,MiddlePhalanxTW,0.3961,46.20919,6.59975,57600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
17,TSF_Dilation,OliveOil,0.4,34.97361,15.26219,165600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
18,TSF_Dilation,Plane,0.99048,18.61014,9.50688,86400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
19,TSF_Dilation,ProximalPhalanxOutlineAgeGroup,0.77073,30.21969,6.80352,57600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
20,TSF_Dilation,ProximalPhalanxOutlineCorrect,0.31615,51.9611,7.58288,57600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
21,TSF_Dilation,ProximalPhalanxTW,0.73659,44.4893,6.75191,57600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
22,TSF_Dilation,SyntheticControl,0.84333,21.61489,6.12576,50400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
23,TSF_Dilation,TwoLeadECG,0.5496,9.99561,19.74521,64800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
24,TSF_Dilation,Wine,0.5,18.51571,10.511,108000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",12,200
0,TSF_Dilation,ArrowHead,0.36571,17.35863,15.19769,117000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
1,TSF_Dilation,Beef,0.2,28.09793,15.76548,163800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
2,TSF_Dilation,BeetleFly,0.5,24.42283,15.09268,171600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
3,TSF_Dilation,BirdChicken,0.5,33.73445,15.68191,171600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
4,TSF_Dilation,Car,0.23333,49.0574,19.07552,187200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
5,TSF_Dilation,CBF,0.35667,12.43267,19.14734,85800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
6,TSF_Dilation,Coffee,0.89286,16.01662,11.42209,124800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
7,TSF_Dilation,DiatomSizeReduction,0.93791,16.6542,21.41695,140400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
