,Classifier,Dataset,Accuracy,Fit-Time,Predict-Time,total_feature_count,num_of_random_dilations_per_window,win_lengths,norm_options,word_lengths,alphabet_size,feature_selection,max_feature_count
13,CBOSS_Dilation,ItalyPowerDemand,0.83965,4.14507,25.75275,686,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.5974,38.1604,4.69189,1666,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.60481,24.81491,9.2125,2352,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.5,11.07677,4.79964,2548,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
17,CBOSS_Dilation,OliveOil,0.83333,4.31269,1.11581,49,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
18,CBOSS_Dilation,Plane,1.0,4.32949,3.55254,5684,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.81951,51.12082,6.58889,343,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.80069,21.60539,9.90528,2695,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.74634,46.12698,6.83312,3185,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.81333,7.90563,9.54675,4949,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.964,3.22001,33.49388,539,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
24,CBOSS_Dilation,Wine,0.53704,6.36485,1.37072,0,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
0,CBOSS_Dilation,ArrowHead,0.77143,2.83356,5.63738,7497,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
1,CBOSS_Dilation,Beef,0.7,9.95096,1.12264,9947,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
2,CBOSS_Dilation,BeetleFly,0.7,5.72076,0.76037,931,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
3,CBOSS_Dilation,BirdChicken,0.8,3.86804,0.69383,10143,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
4,CBOSS_Dilation,Car,0.83333,102.85401,2.23799,18228,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
5,CBOSS_Dilation,CBF,0.77,2.31355,23.05414,637,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
6,CBOSS_Dilation,Coffee,1.0,2.93933,0.97345,4508,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.88562,2.97514,10.32414,5488,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.66906,59.9464,4.56035,22246,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.72464,33.69774,8.99907,9408,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.57554,62.61247,4.66201,35868,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
11,CBOSS_Dilation,ECG200,0.82,4.38128,2.96744,4018,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.99768,8.59607,24.14827,2352,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.69874,4.20821,25.07404,245,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.47403,11.37386,5.41658,18767,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.7079,72.30504,9.63302,5733,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.56494,10.66596,5.5168,17150,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
17,CBOSS_Dilation,OliveOil,0.73333,3.38981,1.06935,588,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
18,CBOSS_Dilation,Plane,1.0,6.24694,3.50369,49098,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.80488,8.53982,7.17204,4459,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.83162,87.35584,9.93291,5831,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.75122,58.58511,7.16982,6713,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.54,35.33842,6.96373,23667,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.8885,3.29619,33.15427,980,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
24,CBOSS_Dilation,Wine,0.42593,7.78835,1.75119,441,49,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
0,CBOSS_Dilation,ArrowHead,0.58286,16.63998,5.40491,1666,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
1,CBOSS_Dilation,Beef,0.46667,2.08546,1.02885,686,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
2,CBOSS_Dilation,BeetleFly,0.7,4.30094,0.73692,686,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
3,CBOSS_Dilation,BirdChicken,0.7,4.57285,0.732,245,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
4,CBOSS_Dilation,Car,0.58333,13.13575,2.15208,490,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
5,CBOSS_Dilation,CBF,0.98778,1.5015,26.9716,637,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
6,CBOSS_Dilation,Coffee,0.92857,4.22742,0.97414,196,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.81373,2.88276,8.8633,245,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.56835,7.33981,4.23787,441,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.57609,9.26164,8.85709,637,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.56115,82.54567,4.47973,1862,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
11,CBOSS_Dilation,ECG200,0.82,8.55406,3.16764,882,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.75842,6.49326,25.1823,392,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.89504,4.15927,29.91533,490,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.56494,22.90397,4.91084,686,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.50515,14.46423,8.89337,294,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.51948,71.23984,4.69057,931,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
17,CBOSS_Dilation,OliveOil,0.7,9.31491,1.10482,294,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
18,CBOSS_Dilation,Plane,0.93333,5.29711,3.40898,686,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.80976,14.00114,6.10289,98,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.64948,67.86141,9.13802,1029,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.70244,80.35962,6.01985,1617,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.82,22.43951,9.38067,392,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.96752,11.83537,32.24583,294,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
24,CBOSS_Dilation,Wine,0.55556,11.33728,1.46882,0,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
0,CBOSS_Dilation,ArrowHead,0.76,16.61678,5.72624,12397,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
1,CBOSS_Dilation,Beef,0.53333,4.15069,1.17775,4116,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
2,CBOSS_Dilation,BeetleFly,0.65,5.70485,0.83996,3136,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
3,CBOSS_Dilation,BirdChicken,0.85,4.14326,0.88154,1078,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
4,CBOSS_Dilation,Car,0.83333,53.34029,2.35354,1127,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
5,CBOSS_Dilation,CBF,0.97889,6.02779,26.93357,1862,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
6,CBOSS_Dilation,Coffee,0.96429,6.70613,1.11645,1568,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.92157,4.39189,10.12991,2891,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.69784,10.05592,4.48006,1029,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.71377,45.12655,10.00049,2548,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.57554,19.45767,4.96927,16219,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
11,CBOSS_Dilation,ECG200,0.78,10.72711,3.19336,3185,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.90476,10.62156,25.83329,1862,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.85131,3.88905,29.71739,735,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.46753,12.75195,5.15573,784,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.7079,47.54949,9.35837,3724,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.46753,9.7495,5.26281,5341,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
17,CBOSS_Dilation,OliveOil,0.9,12.30746,1.19777,441,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
18,CBOSS_Dilation,Plane,1.0,6.1339,3.65287,7056,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.80976,100.78913,6.51121,735,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.7457,21.79685,9.92108,4802,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.6439,13.55802,6.52026,3430,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.96667,55.14451,9.35307,3087,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.92713,4.97537,32.01668,441,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
24,CBOSS_Dilation,Wine,0.40741,7.29513,1.54517,392,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
0,CBOSS_Dilation,ArrowHead,0.8,4.96474,5.9339,1274,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
1,CBOSS_Dilation,Beef,0.63333,3.44687,1.04179,833,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
2,CBOSS_Dilation,BeetleFly,0.65,3.03054,0.72666,735,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
3,CBOSS_Dilation,BirdChicken,0.8,4.14348,0.76117,784,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
4,CBOSS_Dilation,Car,0.75,29.00796,2.1295,2499,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
5,CBOSS_Dilation,CBF,0.99444,2.6389,27.05768,1176,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
6,CBOSS_Dilation,Coffee,0.92857,7.7548,0.9622,245,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.86601,1.73719,9.45902,294,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.69065,31.50998,4.33675,1862,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.74638,21.95849,9.14731,1862,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.4964,49.11099,4.28812,882,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
11,CBOSS_Dilation,ECG200,0.81,7.42151,3.16732,637,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.6957,2.74873,25.8147,588,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.80564,2.67022,25.80476,441,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.5974,9.80533,4.93157,686,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.59794,64.43586,9.11344,49,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.43506,6.56098,4.89417,1666,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
17,CBOSS_Dilation,OliveOil,0.66667,12.02624,1.03401,196,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
18,CBOSS_Dilation,Plane,1.0,6.10272,3.48925,1421,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.86341,47.47374,6.32299,784,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.65979,20.22591,9.34548,1029,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.65854,18.83459,6.63552,735,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.83667,24.84056,9.66158,1519,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.82968,1.63135,30.23857,245,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
24,CBOSS_Dilation,Wine,0.5,20.38774,1.23638,49,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
0,CBOSS_Dilation,ArrowHead,0.78286,2.78429,5.74695,10437,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
1,CBOSS_Dilation,Beef,0.7,4.47541,1.12287,19747,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
2,CBOSS_Dilation,BeetleFly,0.9,4.36847,0.72639,13965,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
3,CBOSS_Dilation,BirdChicken,0.75,6.17543,0.61469,14406,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
4,CBOSS_Dilation,Car,0.68333,11.28752,2.21578,10388,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
5,CBOSS_Dilation,CBF,0.93889,7.34903,26.57234,3528,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
6,CBOSS_Dilation,Coffee,0.92857,4.46918,0.96921,1274,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.80065,2.19787,9.90912,2499,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.68345,24.72199,4.52223,4851,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.68841,14.12662,9.57475,6468,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.52518,15.54446,4.67362,11368,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
11,CBOSS_Dilation,ECG200,0.83,6.23213,3.08094,4312,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
12,CBOSS_Dilation,ECGFiveDays,1.0,1.81426,25.65606,1911,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.91934,4.7581,28.73834,49,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.5,54.92505,4.89807,3430,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.61512,73.08125,9.15916,1372,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.53247,14.43577,4.93975,2891,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
17,CBOSS_Dilation,OliveOil,0.73333,4.21982,1.03577,245,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
18,CBOSS_Dilation,Plane,1.0,5.94334,3.3696,14847,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.81463,19.71084,7.11645,3234,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.75258,36.84167,10.07009,4655,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.66341,11.17574,6.9516,3381,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.93,16.48713,9.26034,17003,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.92625,2.30774,32.51611,784,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
24,CBOSS_Dilation,Wine,0.68519,2.94348,1.71071,196,49,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
0,CBOSS_Dilation,ArrowHead,0.64571,13.97547,5.24467,1127,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
1,CBOSS_Dilation,Beef,0.5,3.83194,1.07775,1911,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
2,CBOSS_Dilation,BeetleFly,0.9,2.1328,0.77728,2842,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
3,CBOSS_Dilation,BirdChicken,0.9,4.09768,0.80777,2156,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
4,CBOSS_Dilation,Car,0.55,255.48455,2.15466,2009,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
5,CBOSS_Dilation,CBF,0.98333,2.95757,27.07537,1764,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
6,CBOSS_Dilation,Coffee,0.96429,3.35772,0.92775,147,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.85294,2.62952,9.32078,2303,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.58993,74.69115,4.49028,735,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.63406,15.32385,9.39847,2401,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.65468,20.45918,4.60167,1862,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
11,CBOSS_Dilation,ECG200,0.82,6.85052,3.07392,392,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.964,2.05437,26.4172,882,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.81535,3.26574,28.27449,343,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.56494,7.88219,4.98632,1519,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.7079,32.2577,9.54767,1862,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.47403,96.77286,4.76296,2695,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
17,CBOSS_Dilation,OliveOil,0.8,11.59113,1.03165,441,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
18,CBOSS_Dilation,Plane,1.0,15.3023,3.56457,7791,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.8439,8.50117,6.78824,1568,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.77663,13.76581,9.40546,49,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.62927,97.69556,6.41424,637,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.83333,11.93652,9.62536,1470,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.83933,3.52693,33.78651,245,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
24,CBOSS_Dilation,Wine,0.62963,73.07426,1.75546,49,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
0,CBOSS_Dilation,ArrowHead,0.71429,4.33819,5.56815,9996,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
1,CBOSS_Dilation,Beef,0.66667,24.27696,1.11794,5586,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
2,CBOSS_Dilation,BeetleFly,0.85,7.71645,0.80741,27636,49,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
