,Classifier,Dataset,Accuracy,Fit-Time,Predict-Time,total_feature_count,dilations_per_param_comb,win_lengths,norm_options,word_lengths,alphabet_size,feature_selection,max_feature_count
17,CBOSS_Dilation,OliveOil,0.86667,8.93738,1.40555,2623,30,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
18,CBOSS_Dilation,Plane,1.0,20.42012,3.82857,40764,30,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.85366,64.20084,7.62625,12765,30,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.85567,392.04783,10.42037,10949,30,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.60976,21.29922,6.789,19846,30,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.57,116.37211,7.46479,8120,30,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.98859,10.69818,33.94215,467,30,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
24,CBOSS_Dilation,Wine,0.64815,5.99729,1.97933,962,30,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
0,CBOSS_Dilation,ArrowHead,0.71429,7.29751,6.14311,6057,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
1,CBOSS_Dilation,Beef,0.63333,12.02133,1.23043,13046,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
2,CBOSS_Dilation,BeetleFly,0.8,57.70076,0.85454,9733,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
3,CBOSS_Dilation,BirdChicken,0.9,9.60101,0.80565,4117,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
4,CBOSS_Dilation,Car,0.63333,21.57839,2.20072,24152,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
5,CBOSS_Dilation,CBF,0.94222,9.22132,26.84549,3514,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
6,CBOSS_Dilation,Coffee,1.0,6.89303,1.09331,3795,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.86275,6.54737,10.0743,3360,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.70504,106.44668,4.91437,21281,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.67754,124.6653,8.47631,12136,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.60432,37.58864,4.94748,86647,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
11,CBOSS_Dilation,ECG200,0.75,15.54403,2.97501,2527,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.51916,10.09402,24.75286,821,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.73955,14.20966,28.52892,650,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.52597,87.43179,5.30053,13573,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.76289,56.00052,10.2205,13222,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.48052,34.01086,5.06463,25350,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
17,CBOSS_Dilation,OliveOil,0.73333,9.06156,1.32399,1130,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
18,CBOSS_Dilation,Plane,1.0,43.99531,3.91335,34932,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.7122,15.88246,7.39179,15238,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.83505,47.75188,10.38921,12456,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.7122,76.78051,7.6267,45546,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.79667,22.24345,9.23157,19370,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.69008,11.54462,29.99081,420,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
24,CBOSS_Dilation,Wine,0.77778,22.82968,2.08691,1265,40,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
0,CBOSS_Dilation,ArrowHead,0.66286,14.61409,6.36238,5975,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
1,CBOSS_Dilation,Beef,0.33333,6.2598,1.29412,7020,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
2,CBOSS_Dilation,BeetleFly,0.9,11.79027,0.98713,5208,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
3,CBOSS_Dilation,BirdChicken,0.9,90.49175,1.00452,8356,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
4,CBOSS_Dilation,Car,0.71667,12.7636,2.46343,24356,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
5,CBOSS_Dilation,CBF,0.67889,9.03317,26.73137,2132,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
6,CBOSS_Dilation,Coffee,0.92857,7.1809,1.25774,3874,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.76471,8.21959,11.22423,4568,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.69784,15.55893,5.31428,19015,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.73188,1035.92117,9.70948,19235,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.59712,87.76217,5.18998,37241,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
11,CBOSS_Dilation,ECG200,0.8,27.66496,3.41655,3850,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.91405,9.76308,24.64857,952,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.61905,38.53399,25.15359,378,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.48701,34.42598,5.66893,25847,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.75601,80.39063,10.44438,13032,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.46753,33.07051,5.28278,32204,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
17,CBOSS_Dilation,OliveOil,0.83333,7.74155,1.27621,1305,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
18,CBOSS_Dilation,Plane,1.0,17.66237,3.6445,33870,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.73659,69.62305,7.08066,8166,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.74227,665.53677,8.04577,5259,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.6878,22.51195,7.72773,25996,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.50333,238.88426,7.46414,7150,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.71817,9.07458,31.39631,450,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
24,CBOSS_Dilation,Wine,0.57407,7.28466,1.99532,904,60,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
0,CBOSS_Dilation,ArrowHead,0.61143,5.22017,5.88393,6551,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
1,CBOSS_Dilation,Beef,0.7,8.11993,1.13762,5792,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
2,CBOSS_Dilation,BeetleFly,0.8,14.24726,0.65612,6142,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
3,CBOSS_Dilation,BirdChicken,0.9,36.07722,1.0092,3740,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
4,CBOSS_Dilation,Car,0.73333,11.19853,2.28663,11550,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
5,CBOSS_Dilation,CBF,0.79778,11.41435,25.35691,2300,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
6,CBOSS_Dilation,Coffee,0.92857,6.56085,1.11709,4927,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.85948,4.71988,10.50584,2864,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.72662,383.61085,4.8757,13940,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.71739,361.67181,9.34253,14850,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.56835,21.9235,5.17896,36977,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
11,CBOSS_Dilation,ECG200,0.65,11.34748,2.28523,150,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.93612,5.60632,26.01428,1204,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.71914,7.60414,28.11463,550,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.53896,111.29345,5.42536,14466,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.66323,120.17842,9.25831,6963,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.49351,20.93839,5.54453,36371,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
17,CBOSS_Dilation,OliveOil,0.86667,9.11978,1.52653,3722,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
18,CBOSS_Dilation,Plane,0.99048,14.89556,3.84774,34570,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.81463,17.82252,7.17264,15338,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.8488,201.86883,9.2236,12900,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.74146,71.84552,7.26815,28608,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.57333,320.05467,7.70384,9050,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.86567,5.76372,33.08908,400,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
24,CBOSS_Dilation,Wine,0.55556,5.18046,1.81139,1850,80,"[8, 9, 11]","[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
